ZIP Code,State,USPS Default City for ZIP,Metro (CBSA),CBSA Code
49417,Michigan,Grand Haven,"Grand Rapids-Wyoming-Kentwood, MI",24340
49418,Michigan,Grandville,"Grand Rapids-Wyoming-Kentwood, MI",24340
49419,Michigan,Hamilton,"Holland, MI",26090
49420,Michigan,Hart,,
49421,Michigan,Hesperia,,
49422,Michigan,Holland,"Grand Rapids-Wyoming-Kentwood, MI",24340
49423,Michigan,Holland,"Grand Rapids-Wyoming-Kentwood, MI",24340
49424,Michigan,Holland,"Grand Rapids-Wyoming-Kentwood, MI",24340
49425,Michigan,Holton,"Muskegon-Norton Shores, MI",34740
49426,Michigan,Hudsonville,"Grand Rapids-Wyoming-Kentwood, MI",24340
49427,Michigan,Jamestown,"Grand Rapids-Wyoming-Kentwood, MI",24340
49428,Michigan,Jenison,"Grand Rapids-Wyoming-Kentwood, MI",24340
49429,Michigan,Jenison,"Grand Rapids-Wyoming-Kentwood, MI",24340
49430,Michigan,Lamont,"Grand Rapids-Wyoming-Kentwood, MI",24340
49431,Michigan,Ludington,"Ludington, MI",31220
49434,Michigan,Macatawa,"Holland, MI",26090
49435,Michigan,Marne,"Grand Rapids-Wyoming-Kentwood, MI",24340
49436,Michigan,Mears,,
49437,Michigan,Montague,"Muskegon-Norton Shores, MI",34740
49440,Michigan,Muskegon,"Muskegon-Norton Shores, MI",34740
49441,Michigan,Muskegon,"Muskegon-Norton Shores, MI",34740
49442,Michigan,Muskegon,"Muskegon-Norton Shores, MI",34740
49443,Michigan,Muskegon,"Muskegon-Norton Shores, MI",34740
49444,Michigan,Muskegon,"Muskegon-Norton Shores, MI",34740
49445,Michigan,Muskegon,"Muskegon-Norton Shores, MI",34740
49446,Michigan,New Era,,
49448,Michigan,Nunica,"Grand Rapids-Wyoming-Kentwood, MI",24340
49449,Michigan,Pentwater,,
49450,Michigan,Pullman,"Holland, MI",26090
49451,Michigan,Ravenna,"Muskegon-Norton Shores, MI",34740
49452,Michigan,Rothbury,,
49453,Michigan,Saugatuck,"Holland, MI",26090
49454,Michigan,Scottville,"Ludington, MI",31220
49455,Michigan,Shelby,,
49456,Michigan,Spring Lake,"Grand Rapids-Wyoming-Kentwood, MI",24340
49457,Michigan,Twin Lake,"Muskegon-Norton Shores, MI",34740
49458,Michigan,Walhalla,"Ludington, MI",31220
49459,Michigan,Walkerville,,
49460,Michigan,West Olive,"Grand Rapids-Wyoming-Kentwood, MI",24340
49461,Michigan,Whitehall,"Muskegon-Norton Shores, MI",34740
49464,Michigan,Zeeland,"Grand Rapids-Wyoming-Kentwood, MI",24340
49468,Michigan,Grandville,"Grand Rapids-Wyoming-Kentwood, MI",24340
49501,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49503,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49504,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49505,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49506,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49507,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49508,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49509,Michigan,Wyoming,"Grand Rapids-Wyoming-Kentwood, MI",24340
49510,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49512,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49514,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49515,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49516,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49518,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49519,Michigan,Wyoming,"Grand Rapids-Wyoming-Kentwood, MI",24340
49525,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49534,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49544,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49546,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49548,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49560,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49588,Michigan,Grand Rapids,"Grand Rapids-Wyoming-Kentwood, MI",24340
49601,Michigan,Cadillac,"Cadillac, MI",15620
49610,Michigan,Acme,"Traverse City, MI",45900
49611,Michigan,Alba,,
49612,Michigan,Alden,,
49613,Michigan,Arcadia,,
49614,Michigan,Bear Lake,,
49615,Michigan,Bellaire,,
49616,Michigan,Benzonia,"Traverse City, MI",45900
49617,Michigan,Beulah,"Traverse City, MI",45900
49618,Michigan,Boon,"Cadillac, MI",15620
49619,Michigan,Brethren,,
49620,Michigan,Buckley,"Cadillac, MI",15620
49621,Michigan,Cedar,"Traverse City, MI",45900
49622,Michigan,Central Lake,,
49623,Michigan,Chase,,
49625,Michigan,Copemish,,
49626,Michigan,Eastlake,,
49627,Michigan,Eastport,,
49628,Michigan,Elberta,"Traverse City, MI",45900
49629,Michigan,Elk Rapids,,
49630,Michigan,Empire,"Traverse City, MI",45900
49631,Michigan,Evart,,
49632,Michigan,Falmouth,"Cadillac, MI",15620
49633,Michigan,Fife Lake,"Traverse City, MI",45900
49634,Michigan,Filer City,,
49635,Michigan,Frankfort,"Traverse City, MI",45900
49636,Michigan,Glen Arbor,"Traverse City, MI",45900
49637,Michigan,Grawn,"Traverse City, MI",45900
49638,Michigan,Harrietta,"Cadillac, MI",15620
49639,Michigan,Hersey,,
49640,Michigan,Honor,"Traverse City, MI",45900
49642,Michigan,Idlewild,,
49643,Michigan,Interlochen,"Traverse City, MI",45900
49644,Michigan,Irons,,
49645,Michigan,Kaleva,,
49646,Michigan,Kalkaska,"Traverse City, MI",45900
49648,Michigan,Kewadin,,
49649,Michigan,Kingsley,"Traverse City, MI",45900
49650,Michigan,Lake Ann,"Traverse City, MI",45900
49651,Michigan,Lake City,"Cadillac, MI",15620
49653,Michigan,Lake Leelanau,"Traverse City, MI",45900
49654,Michigan,Leland,"Traverse City, MI",45900
49655,Michigan,Leroy,,
49656,Michigan,Luther,,
49657,Michigan,Mc Bain,"Cadillac, MI",15620
49659,Michigan,Mancelona,,
49660,Michigan,Manistee,,
49663,Michigan,Manton,"Cadillac, MI",15620
49664,Michigan,Maple City,"Traverse City, MI",45900
49665,Michigan,Marion,,
49666,Michigan,Mayfield,"Traverse City, MI",45900
49667,Michigan,Merritt,"Cadillac, MI",15620
49668,Michigan,Mesick,"Cadillac, MI",15620
49670,Michigan,Northport,"Traverse City, MI",45900
49673,Michigan,Old Mission,"Traverse City, MI",45900
49674,Michigan,Omena,"Traverse City, MI",45900
49675,Michigan,Onekama,,
49676,Michigan,Rapid City,"Traverse City, MI",45900
49677,Michigan,Reed City,,
49679,Michigan,Sears,,
49680,Michigan,South Boardman,"Traverse City, MI",45900
49682,Michigan,Suttons Bay,"Traverse City, MI",45900
49683,Michigan,Thompsonville,"Traverse City, MI",45900
49684,Michigan,Traverse City,"Traverse City, MI",45900
49685,Michigan,Traverse City,"Traverse City, MI",45900
49686,Michigan,Traverse City,"Traverse City, MI",45900
49688,Michigan,Tustin,,
49689,Michigan,Wellston,,
49690,Michigan,Williamsburg,"Traverse City, MI",45900
49696,Michigan,Traverse City,"Traverse City, MI",45900
49701,Michigan,Mackinaw City,"Petoskey, MI",37950
49705,Michigan,Afton,,
49706,Michigan,Alanson,"Petoskey, MI",37950
49707,Michigan,Alpena,"Alpena, MI",10980
49709,Michigan,Atlanta,,
49710,Michigan,Barbeau,"Sault Ste. Marie, MI",42300
49712,Michigan,Boyne City,,
49713,Michigan,Boyne Falls,,
49715,Michigan,Brimley,"Sault Ste. Marie, MI",42300
49716,Michigan,Brutus,,
49717,Michigan,Burt Lake,,
49718,Michigan,Carp Lake,"Petoskey, MI",37950
49719,Michigan,Cedarville,,
49720,Michigan,Charlevoix,,
49721,Michigan,Cheboygan,,
49722,Michigan,Conway,"Petoskey, MI",37950
49723,Michigan,Cross Village,"Petoskey, MI",37950
49724,Michigan,Dafter,"Sault Ste. Marie, MI",42300
49725,Michigan,De Tour Village,"Sault Ste. Marie, MI",42300
49726,Michigan,Drummond Island,"Sault Ste. Marie, MI",42300
49727,Michigan,East Jordan,,
49728,Michigan,Eckerman,"Sault Ste. Marie, MI",42300
49729,Michigan,Ellsworth,,
49730,Michigan,Elmira,,
49733,Michigan,Frederic,,
49734,Michigan,Gaylord,,
49735,Michigan,Gaylord,,
49736,Michigan,Goetzville,"Sault Ste. Marie, MI",42300
49738,Michigan,Grayling,,
49740,Michigan,Harbor Springs,"Petoskey, MI",37950
49743,Michigan,Hawks,,
49744,Michigan,Herron,"Alpena, MI",10980
49745,Michigan,Hessel,,
49746,Michigan,Hillman,,
49747,Michigan,Hubbard Lake,,
49748,Michigan,Hulbert,"Sault Ste. Marie, MI",42300
49749,Michigan,Indian River,,
49751,Michigan,Johannesburg,,
49752,Michigan,Kinross,"Sault Ste. Marie, MI",42300
49753,Michigan,Lachine,"Alpena, MI",10980
49755,Michigan,Levering,"Petoskey, MI",37950
49756,Michigan,Lewiston,,
49757,Michigan,Mackinac Island,,
49759,Michigan,Millersburg,,
49760,Michigan,Moran,,
49761,Michigan,Mullett Lake,,
49762,Michigan,Naubinway,,
49764,Michigan,Oden,"Petoskey, MI",37950
49765,Michigan,Onaway,,
49766,Michigan,Ossineke,"Alpena, MI",10980
49768,Michigan,Paradise,"Sault Ste. Marie, MI",42300
49769,Michigan,Pellston,"Petoskey, MI",37950
49770,Michigan,Petoskey,"Petoskey, MI",37950
49774,Michigan,Pickford,"Sault Ste. Marie, MI",42300
49775,Michigan,Pointe Aux Pins,,
49776,Michigan,Posen,,
49777,Michigan,Presque Isle,,
49779,Michigan,Rogers City,,
49780,Michigan,Rudyard,"Sault Ste. Marie, MI",42300
49781,Michigan,Saint Ignace,,
49782,Michigan,Beaver Island,,
49783,Michigan,Sault Sainte Marie,"Sault Ste. Marie, MI",42300
49788,Michigan,Kincheloe,"Sault Ste. Marie, MI",42300
49791,Michigan,Topinabee,,
49792,Michigan,Tower,,
49793,Michigan,Trout Lake,"Sault Ste. Marie, MI",42300
49795,Michigan,Vanderbilt,,
49796,Michigan,Walloon Lake,,
49797,Michigan,Waters,,
49799,Michigan,Wolverine,,
49801,Michigan,Iron Mountain,"Iron Mountain, MI-WI",27020
49802,Michigan,Kingsford,"Iron Mountain, MI-WI",27020
49805,Michigan,Allouez,"Houghton, MI",26340
49806,Michigan,Au Train,,
49807,Michigan,Bark River,"Escanaba, MI",21540
49808,Michigan,Big Bay,"Marquette, MI",32100
49812,Michigan,Carney,"Marinette, WI-MI",31940
49814,Michigan,Champion,"Marquette, MI",32100
49815,Michigan,Channing,"Iron Mountain, MI-WI",27020
49816,Michigan,Chatham,,
49817,Michigan,Cooks,,
49818,Michigan,Cornell,"Escanaba, MI",21540
49819,Michigan,Arnold,"Marquette, MI",32100
49820,Michigan,Curtis,,
49821,Michigan,Daggett,"Marinette, WI-MI",31940
49822,Michigan,Deerton,,
49825,Michigan,Eben Junction,,
49826,Michigan,Rumely,,
49827,Michigan,Engadine,,
49829,Michigan,Escanaba,"Escanaba, MI",21540
49831,Michigan,Felch,"Iron Mountain, MI-WI",27020
49833,Michigan,Little Lake,"Marquette, MI",32100
49834,Michigan,Foster City,"Iron Mountain, MI-WI",27020
49835,Michigan,Garden,"Escanaba, MI",21540
49836,Michigan,Germfask,,
49837,Michigan,Gladstone,"Escanaba, MI",21540
49838,Michigan,Gould City,,
49839,Michigan,Grand Marais,,
49840,Michigan,Gulliver,,
49841,Michigan,Gwinn,"Marquette, MI",32100
49845,Michigan,Harris,"Marinette, WI-MI",31940
49847,Michigan,Hermansville,"Marinette, WI-MI",31940
49848,Michigan,Ingalls,"Marinette, WI-MI",31940
49849,Michigan,Ishpeming,"Marquette, MI",32100
49852,Michigan,Loretto,"Iron Mountain, MI-WI",27020
49853,Michigan,Mc Millan,,
49854,Michigan,Manistique,,
49855,Michigan,Marquette,"Marquette, MI",32100
49858,Michigan,Menominee,"Marinette, WI-MI",31940
49861,Michigan,Michigamme,,
49862,Michigan,Munising,,
49863,Michigan,Nadeau,"Marinette, WI-MI",31940
49864,Michigan,Nahma,"Escanaba, MI",21540
49865,Michigan,National Mine,"Marquette, MI",32100
49866,Michigan,Negaunee,"Marquette, MI",32100
49868,Michigan,Newberry,,
49870,Michigan,Norway,"Iron Mountain, MI-WI",27020
49871,Michigan,Palmer,"Marquette, MI",32100
49872,Michigan,Perkins,"Escanaba, MI",21540
49873,Michigan,Perronville,"Marinette, WI-MI",31940
49874,Michigan,Powers,"Marinette, WI-MI",31940
49876,Michigan,Quinnesec,"Iron Mountain, MI-WI",27020
49877,Michigan,Ralph,"Iron Mountain, MI-WI",27020
49878,Michigan,Rapid River,"Escanaba, MI",21540
49879,Michigan,Republic,"Marquette, MI",32100
49880,Michigan,Rock,"Escanaba, MI",21540
49881,Michigan,Sagola,"Iron Mountain, MI-WI",27020
49883,Michigan,Seney,,
49884,Michigan,Shingleton,,
49885,Michigan,Skandia,"Marquette, MI",32100
49886,Michigan,Spalding,"Marinette, WI-MI",31940
49887,Michigan,Stephenson,"Marinette, WI-MI",31940
49891,Michigan,Trenary,,
49892,Michigan,Vulcan,"Iron Mountain, MI-WI",27020
49893,Michigan,Wallace,"Marinette, WI-MI",31940
49894,Michigan,Wells,"Escanaba, MI",21540
49895,Michigan,Wetmore,,
49896,Michigan,Wilson,"Marinette, WI-MI",31940
49901,Michigan,Ahmeek,"Houghton, MI",26340
49902,Michigan,Alpha,,
49903,Michigan,Amasa,,
49905,Michigan,Atlantic Mine,"Houghton, MI",26340
49908,Michigan,Baraga,,
49910,Michigan,Bergland,,
49911,Michigan,Bessemer,,
49912,Michigan,Bruce Crossing,,
49913,Michigan,Calumet,"Houghton, MI",26340
49915,Michigan,Caspian,,
49916,Michigan,Chassell,"Houghton, MI",26340
49917,Michigan,Copper City,"Houghton, MI",26340
49918,Michigan,Copper Harbor,"Houghton, MI",26340
49919,Michigan,Covington,,
49920,Michigan,Crystal Falls,,
49921,Michigan,Dodgeville,"Houghton, MI",26340
49922,Michigan,Dollar Bay,"Houghton, MI",26340
49925,Michigan,Ewen,,
49927,Michigan,Gaastra,,
49929,Michigan,Greenland,,
49930,Michigan,Hancock,"Houghton, MI",26340
49931,Michigan,Houghton,"Houghton, MI",26340
49934,Michigan,Hubbell,"Houghton, MI",26340
49935,Michigan,Iron River,,
49938,Michigan,Ironwood,,
49945,Michigan,Lake Linden,"Houghton, MI",26340
49946,Michigan,Lanse,,
49947,Michigan,Marenisco,,
49948,Michigan,Mass City,,
49950,Michigan,Mohawk,"Houghton, MI",26340
49952,Michigan,Nisula,"Houghton, MI",26340
49953,Michigan,Ontonagon,,
49955,Michigan,Painesdale,"Houghton, MI",26340
49958,Michigan,Pelkie,"Houghton, MI",26340
49959,Michigan,Ramsay,,
49960,Michigan,Rockland,,
49961,Michigan,Sidnaw,"Houghton, MI",26340
49962,Michigan,Skanee,,
49963,Michigan,South Range,"Houghton, MI",26340
49964,Michigan,Stambaugh,,
49965,Michigan,Toivola,"Houghton, MI",26340
49967,Michigan,Trout Creek,,
49968,Michigan,Wakefield,,
49969,Michigan,Watersmeet,,
49970,Michigan,Watton,,
49971,Michigan,White Pine,,
55001,Minnesota,Afton,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55003,Minnesota,Bayport,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55005,Minnesota,Bethel,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55006,Minnesota,Braham,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55007,Minnesota,Brook Park,,
55008,Minnesota,Cambridge,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55009,Minnesota,Cannon Falls,"Red Wing, MN",39860
55010,Minnesota,Castle Rock,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55011,Minnesota,Cedar,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55012,Minnesota,Center City,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55013,Minnesota,Chisago City,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55014,Minnesota,Circle Pines,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55016,Minnesota,Cottage Grove,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55017,Minnesota,Dalbo,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55018,Minnesota,Dennison,"Red Wing, MN",39860
55019,Minnesota,Dundas,"Faribault-Northfield, MN",22060
55020,Minnesota,Elko New Market,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55021,Minnesota,Faribault,"Faribault-Northfield, MN",22060
55024,Minnesota,Farmington,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55025,Minnesota,Forest Lake,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55026,Minnesota,Frontenac,"Red Wing, MN",39860
55027,Minnesota,Goodhue,"Red Wing, MN",39860
55029,Minnesota,Grandy,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55030,Minnesota,Grasston,,
55031,Minnesota,Hampton,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55032,Minnesota,Harris,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55033,Minnesota,Hastings,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55036,Minnesota,Henriette,,
55037,Minnesota,Hinckley,,
55038,Minnesota,Hugo,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55040,Minnesota,Isanti,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55041,Minnesota,Lake City,"Rochester, MN",40340
55042,Minnesota,Lake Elmo,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55043,Minnesota,Lakeland,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55044,Minnesota,Lakeville,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55045,Minnesota,Lindstrom,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55046,Minnesota,Lonsdale,"Faribault-Northfield, MN",22060
55047,Minnesota,Marine On Saint Croix,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55049,Minnesota,Medford,"Owatonna, MN",36940
55051,Minnesota,Mora,,
55052,Minnesota,Morristown,"Faribault-Northfield, MN",22060
55053,Minnesota,Nerstrand,"Faribault-Northfield, MN",22060
55054,Minnesota,Elko New Market,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55055,Minnesota,Newport,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55056,Minnesota,North Branch,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55057,Minnesota,Northfield,"Faribault-Northfield, MN",22060
55060,Minnesota,Owatonna,"Owatonna, MN",36940
55063,Minnesota,Pine City,,
55065,Minnesota,Randolph,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55066,Minnesota,Red Wing,"Red Wing, MN",39860
55068,Minnesota,Rosemount,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55069,Minnesota,Rush City,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55070,Minnesota,Saint Francis,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55071,Minnesota,Saint Paul Park,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55072,Minnesota,Sandstone,,
55073,Minnesota,Scandia,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55074,Minnesota,Shafer,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55075,Minnesota,South Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55076,Minnesota,Inver Grove Heights,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55077,Minnesota,Inver Grove Heights,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55079,Minnesota,Stacy,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55080,Minnesota,Stanchfield,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55082,Minnesota,Stillwater,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55083,Minnesota,Stillwater,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55084,Minnesota,Taylors Falls,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55085,Minnesota,Vermillion,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55087,Minnesota,Warsaw,"Faribault-Northfield, MN",22060
55088,Minnesota,Webster,"Faribault-Northfield, MN",22060
55089,Minnesota,Welch,"Red Wing, MN",39860
55090,Minnesota,Willernie,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55092,Minnesota,Wyoming,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55101,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55102,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55103,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55104,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55105,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55106,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55107,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55108,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55109,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55110,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55111,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55112,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55113,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55114,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55115,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55116,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55117,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55118,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55119,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55120,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55121,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55122,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55123,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55124,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55125,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55126,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55127,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55128,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55129,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55130,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55144,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55146,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55150,Minnesota,Mendota,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55155,Minnesota,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55301,Minnesota,Albertville,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55302,Minnesota,Annandale,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55303,Minnesota,Anoka,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55304,Minnesota,Andover,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55305,Minnesota,Hopkins,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55306,Minnesota,Burnsville,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55307,Minnesota,Arlington,,
55308,Minnesota,Becker,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55309,Minnesota,Big Lake,"Minneapolis-St. Paul-Bloomington, MN-WI",33460
55310,Minnesota,Bird Island,,
