County,State,State Abbreviation,County Population,FIPS - County Code,County Name Fragment,County % of State Population,State Population
Livingston County,Kentucky,KY,8941,21139,livingston-county-ky,0.0019486214282538555,4588372
Logan County,Kentucky,KY,27731,21141,logan-county-ky,0.006043755824505947,4588372
Lyon County,Kentucky,KY,8831,21143,lyon-county-ky,0.0019246477835711663,4588372
McCracken County,Kentucky,KY,67584,21145,mccracken-county-ky,0.014729407293044243,4588372
McCreary County,Kentucky,KY,16905,21147,mccreary-county-ky,0.0036843133032805537,4588372
McLean County,Kentucky,KY,9127,21149,mclean-county-ky,0.001989158681990039,4588372
Madison County,Kentucky,KY,94064,21151,madison-county-ky,0.020500517394840698,4588372
Magoffin County,Kentucky,KY,11495,21153,magoffin-county-ky,0.002505245869341021,4588372
Marion County,Kentucky,KY,19680,21155,marion-county-ky,0.004289102975957485,4588372
Marshall County,Kentucky,KY,31728,21157,marshall-county-ky,0.006914870895385117,4588372
Martin County,Kentucky,KY,11181,21159,martin-county-ky,0.002436812010883163,4588372
Mason County,Kentucky,KY,16995,21161,mason-county-ky,0.003703928103475481,4588372
Meade County,Kentucky,KY,30032,21163,meade-county-ky,0.0065452408828229275,4588372
Menifee County,Kentucky,KY,6203,21165,menifee-county-ky,0.0013518956178792828,4588372
Mercer County,Kentucky,KY,22824,21167,mercer-county-ky,0.00497431332943362,4588372
Metcalfe County,Kentucky,KY,10372,21169,metcalfe-county-ky,0.0022604967513532035,4588372
Monroe County,Kentucky,KY,11318,21171,monroe-county-ky,0.0024666700956243303,4588372
Montgomery County,Kentucky,KY,28271,21173,montgomery-county-ky,0.006161444625675512,4588372
Morgan County,Kentucky,KY,13938,21175,morgan-county-ky,0.0030376787235211096,4588372
Muhlenberg County,Kentucky,KY,30712,21177,muhlenberg-county-ky,0.006693441595406824,4588372
Nelson County,Kentucky,KY,47102,21179,nelson-county-ky,0.010265514653127514,4588372
Nicholas County,Kentucky,KY,7655,21181,nicholas-county-ky,0.0016683477276907802,4588372
Ohio County,Kentucky,KY,23704,21183,ohio-county-ky,0.005166102486895134,4588372
Oldham County,Kentucky,KY,68600,21185,oldham-county-ky,0.014950836593022536,4588372
Owen County,Kentucky,KY,11270,21187,owen-county-ky,0.002456208868853702,4588372
Owsley County,Kentucky,KY,4021,21189,owsley-county-ky,0.0008763456842644842,4588372
Pendleton County,Kentucky,KY,14683,21191,pendleton-county-ky,0.003200045680690232,4588372
Perry County,Kentucky,KY,27847,21193,perry-county-ky,0.006069037122534964,4588372
Pike County,Kentucky,KY,57466,21195,pike-county-ky,0.012524267866685613,4588372
Powell County,Kentucky,KY,13057,21197,powell-county-ky,0.0028456716238352076,4588372
Pulaski County,Kentucky,KY,65503,21199,pulaski-county-ky,0.014275869524092641,4588372
Robertson County,Kentucky,KY,2239,21201,robertson-county-ky,0.00048797264040491924,4588372
Rockcastle County,Kentucky,KY,16144,21203,rockcastle-county-ky,0.003518459270521222,4588372
Rowan County,Kentucky,KY,24525,21205,rowan-county-ky,0.0053450330531177506,4588372
Russell County,Kentucky,KY,18117,21207,russell-county-ky,0.003948459279238911,4588372
Scott County,Kentucky,KY,58269,21209,scott-county-ky,0.012699275472869245,4588372
Shelby County,Kentucky,KY,48599,21211,shelby-county-ky,0.010591774163036475,4588372
Simpson County,Kentucky,KY,19786,21213,simpson-county-ky,0.004312204851742623,4588372
Spencer County,Kentucky,KY,19875,21215,spencer-county-ky,0.0043316017097131615,4588372
Taylor County,Kentucky,KY,26205,21217,taylor-county-ky,0.005711175990089731,4588372
Todd County,Kentucky,KY,12330,21219,todd-county-ky,0.002687227626705071,4588372
Trigg County,Kentucky,KY,14211,21221,trigg-county-ky,0.0030971769507790563,4588372
Trimble County,Kentucky,KY,8531,21223,trimble-county-ky,0.0018592651162547414,4588372
Union County,Kentucky,KY,13379,21225,union-county-ky,0.0029158490200881706,4588372
Warren County,Kentucky,KY,137549,21227,warren-county-ky,0.029977735022356514,4588372
Washington County,Kentucky,KY,12091,21229,washington-county-ky,0.002635139435076319,4588372
Wayne County,Kentucky,KY,19592,21231,wayne-county-ky,0.004269924060211335,4588372
Webster County,Kentucky,KY,12873,21233,webster-county-ky,0.0028055702545478002,4588372
Whitley County,Kentucky,KY,36755,21235,whitley-county-ky,0.008010466457384013,4588372
Wolfe County,Kentucky,KY,6484,21237,wolfe-county-ky,0.0014131373829323341,4588372
Woodford County,Kentucky,KY,27017,21239,woodford-county-ky,0.005888145076292855,4588372
Acadia Parish,Louisiana,LA,57218,22001,acadia-parish-la,0.012444809841356841,4597740
Allen Parish,Louisiana,LA,22552,22003,allen-parish-la,0.00490501855259323,4597740
Ascension Parish,Louisiana,LA,128593,22005,ascension-parish-la,0.027968741164137164,4597740
Assumption Parish,Louisiana,LA,20720,22007,assumption-parish-la,0.004506561919551779,4597740
Avoyelles Parish,Louisiana,LA,39176,22009,avoyelles-parish-la,0.0085207080000174,4597740
Beauregard Parish,Louisiana,LA,36646,22011,beauregard-parish-la,0.007970437649801859,4597740
Bienville Parish,Louisiana,LA,12769,22013,bienville-parish-la,0.0027772340323724263,4597740
Bossier Parish,Louisiana,LA,129134,22015,bossier-parish-la,0.02808640766985519,4597740
Caddo Parish,Louisiana,LA,232973,22017,caddo-parish-la,0.050671199328365675,4597740
Calcasieu Parish,Louisiana,LA,208668,22019,calcasieu-parish-la,0.045384906497540095,4597740
Caldwell Parish,Louisiana,LA,9563,22021,caldwell-parish-la,0.0020799349245498875,4597740
Cameron Parish,Louisiana,LA,5222,22023,cameron-parish-la,0.0011357754026978472,4597740
Catahoula Parish,Louisiana,LA,8738,22025,catahoula-parish-la,0.0019004989407839503,4597740
Claiborne Parish,Louisiana,LA,14019,22027,claiborne-parish-la,0.003049106735048089,4597740
Concordia Parish,Louisiana,LA,18325,22029,concordia-parish-la,0.003985653821225211,4597740
De Soto Parish,Louisiana,LA,26897,22031,de-soto-parish-la,0.005850048067093833,4597740
East Baton Rouge Parish,Louisiana,LA,452821,22033,east-baton-rouge-parish-la,0.0984877352786369,4597740
East Carroll Parish,Louisiana,LA,7195,22035,east-carroll-parish-la,0.0015648992766011127,4597740
East Feliciana Parish,Louisiana,LA,19378,22037,east-feliciana-parish-la,0.004214679385959189,4597740
Evangeline Parish,Louisiana,LA,32162,22039,evangeline-parish-la,0.006995175890763723,4597740
Franklin Parish,Louisiana,LA,19590,22041,franklin-parish-la,0.004260788996332981,4597740
Grant Parish,Louisiana,LA,22123,22043,grant-parish-la,0.004811711841034943,4597740
Iberia Parish,Louisiana,LA,69194,22045,iberia-parish-la,0.015049567831151826,4597740
Iberville Parish,Louisiana,LA,29950,22047,iberville-parish-la,0.006514069956108871,4597740
Jackson Parish,Louisiana,LA,14939,22049,jackson-parish-la,0.0032492050442173765,4597740
Jefferson Parish,Louisiana,LA,432484,22051,jefferson-parish-la,0.09406447515518494,4597740
Jefferson Davis Parish,Louisiana,LA,32083,22053,jefferson-davis-parish-la,0.006977993535954621,4597740
Lafayette Parish,Louisiana,LA,245075,22055,lafayette-parish-la,0.05330336208659037,4597740
Lafourche Parish,Louisiana,LA,96670,22057,lafourche-parish-la,0.02102554733412503,4597740
La Salle Parish,Louisiana,LA,14804,22059,la-salle-parish-la,0.003219842792328405,4597740
Lincoln Parish,Louisiana,LA,48160,22061,lincoln-parish-la,0.010474711488687921,4597740
Livingston Parish,Louisiana,LA,145583,22063,livingston-parish-la,0.03166403493890477,4597740
Madison Parish,Louisiana,LA,9757,22065,madison-parish-la,0.0021221295680051502,4597740
Morehouse Parish,Louisiana,LA,24967,22067,morehouse-parish-la,0.00543027661416261,4597740
Natchitoches Parish,Louisiana,LA,37047,22069,natchitoches-parish-la,0.008057654412820211,4597740
Orleans Parish,Louisiana,LA,376035,22071,orleans-parish-la,0.08178692140051416,4597740
Ouachita Parish,Louisiana,LA,158916,22073,ouachita-parish-la,0.034563937934724454,4597740
Plaquemines Parish,Louisiana,LA,23070,22075,plaquemines-parish-la,0.005017682600582025,4597740
Pointe Coupee Parish,Louisiana,LA,20438,22077,pointe-coupee-parish-la,0.00444522743782815,4597740
Rapides Parish,Louisiana,LA,128470,22079,rapides-parish-la,0.027941988890193878,4597740
Red River Parish,Louisiana,LA,7529,22081,red-river-parish-la,0.0016375436627560497,4597740
Richland Parish,Louisiana,LA,19908,22083,richland-parish-la,0.0043299534118936694,4597740
Sabine Parish,Louisiana,LA,22085,22085,sabine-parish-la,0.004803446910873603,4597740
St. Bernard Parish,Louisiana,LA,44172,22087,st.-bernard-parish-la,0.009607328818071487,4597740
St. Charles Parish,Louisiana,LA,51863,22089,st.-charles-parish-la,0.011280107183094303,4597740
St. Helena Parish,Louisiana,LA,10849,22091,st.-helena-parish-la,0.002359637561062609,4597740
St. James Parish,Louisiana,LA,19797,22093,st.-james-parish-la,0.004305811115896071,4597740
St. John the Baptist Parish,Louisiana,LA,41342,22095,st.-john-the-baptist-parish-la,0.008991809019213788,4597740
St. Landry Parish,Louisiana,LA,82128,22097,st.-landry-parish-la,0.01786268906027744,4597740
St. Martin Parish,Louisiana,LA,51559,22099,st.-martin-parish-la,0.011213987741803582,4597740
St. Mary Parish,Louisiana,LA,48455,22101,st.-mary-parish-la,0.010538873446519378,4597740
St. Tammany Parish,Louisiana,LA,269331,22103,st.-tammany-parish-la,0.05857899750747106,4597740
Tangipahoa Parish,Louisiana,LA,135218,22105,tangipahoa-parish-la,0.029409666488318175,4597740
Tensas Parish,Louisiana,LA,3992,22107,tensas-parish-la,0.0008682526632649955,4597740
Terrebonne Parish,Louisiana,LA,107362,22109,terrebonne-parish-la,0.023351037683731573,4597740
Union Parish,Louisiana,LA,20914,22111,union-parish-la,0.004548756563007042,4597740
Vermilion Parish,Louisiana,LA,57031,22113,vermilion-parish-la,0.012404137685036561,4597740
Vernon Parish,Louisiana,LA,47764,22115,vernon-parish-la,0.010388582216480272,4597740
Washington Parish,Louisiana,LA,45238,22117,washington-parish-la,0.009839181858913292,4597740
Webster Parish,Louisiana,LA,36189,22119,webster-parish-la,0.007871040989703638,4597740
West Baton Rouge Parish,Louisiana,LA,27666,22121,west-baton-rouge-parish-la,0.0060173041537799005,4597740
West Carroll Parish,Louisiana,LA,9622,22123,west-carroll-parish-la,0.002092767316116179,4597740
West Feliciana Parish,Louisiana,LA,15381,22125,west-feliciana-parish-la,0.0033453392318834904,4597740
Winn Parish,Louisiana,LA,13506,22127,winn-parish-la,0.002937530177869997,4597740
Androscoggin County,Maine,ME,112323,23001,androscoggin-county-me,0.07994451292942693,1405012
Aroostook County,Maine,ME,67227,23003,aroostook-county-me,0.04784798991040646,1405012
Cumberland County,Maine,ME,305940,23005,cumberland-county-me,0.21774902990152398,1405012
Franklin County,Maine,ME,30145,23007,franklin-county-me,0.021455332765841145,1405012
Hancock County,Maine,ME,56084,23009,hancock-county-me,0.039917096793479344,1405012
Kennebec County,Maine,ME,125614,23011,kennebec-county-me,0.08940421861165598,1405012
Knox County,Maine,ME,40860,23013,knox-county-me,0.029081602150017222,1405012
Lincoln County,Maine,ME,35840,23015,lincoln-county-me,0.02550867892943263,1405012
Oxford County,Maine,ME,58728,23017,oxford-county-me,0.04179893125467968,1405012
Penobscot County,Maine,ME,153571,23019,penobscot-county-me,0.10930226930446146,1405012
Piscataquis County,Maine,ME,17125,23021,piscataquis-county-me,0.012188507998508197,1405012
Sagadahoc County,Maine,ME,37093,23023,sagadahoc-county-me,0.026400486259192092,1405012
Somerset County,Maine,ME,50852,23025,somerset-county-me,0.03619328518190592,1405012
Waldo County,Maine,ME,40006,23027,waldo-county-me,0.028473778159901836,1405012
Washington County,Maine,ME,31261,23029,washington-county-me,0.02224963203161254,1405012
York County,Maine,ME,214731,23031,york-county-me,0.15283214662935263,1405012
Allegany County,Maryland,MD,67762,24001,allegany-county-md,0.01081903557594975,6263220
Anne Arundel County,Maryland,MD,590936,24003,anne-arundel-county-md,0.09435019047710283,6263220
Baltimore County,Maryland,MD,849586,24005,baltimore-county-md,0.13564683980444564,6263220
Calvert County,Maryland,MD,93791,24009,calvert-county-md,0.014974885122987856,6263220
Caroline County,Maryland,MD,33406,24011,caroline-county-md,0.005333678203863188,6263220
Carroll County,Maryland,MD,174318,24013,carroll-county-md,0.02783200973301273,6263220
Cecil County,Maryland,MD,104366,24015,cecil-county-md,0.01666331375873752,6263220
Charles County,Maryland,MD,168710,24017,charles-county-md,0.026936623653647806,6263220
Dorchester County,Maryland,MD,32612,24019,dorchester-county-md,0.005206906351684916,6263220
Frederick County,Maryland,MD,280341,24021,frederick-county-md,0.04475988389358828,6263220
Garrett County,Maryland,MD,28713,24023,garrett-county-md,0.004584383112839721,6263220
Harford County,Maryland,MD,262509,24025,harford-county-md,0.04191278607489438,6263220
Howard County,Maryland,MD,333916,24027,howard-county-md,0.05331379066997487,6263220
Kent County,Maryland,MD,19265,24029,kent-county-md,0.0030758938692876828,6263220
Montgomery County,Maryland,MD,1057586,24031,montgomery-county-md,0.16885659453124752,6263220
Prince George,Maryland,MD,955584,24033,prince-george-md,0.15257072240796268,6263220
Queen Anne,Maryland,MD,50951,24035,queen-anne-md,0.008134952947525394,6263220
St. Mary,Maryland,MD,114372,24037,st.-mary-md,0.018260894555835495,6263220
Somerset County,Maryland,MD,24685,24039,somerset-county-md,0.003941263439572616,6263220
Talbot County,Maryland,MD,37707,24041,talbot-county-md,0.006020385680209221,6263220
Washington County,Maryland,MD,155033,24043,washington-county-md,0.02475292261807824,6263220
Wicomico County,Maryland,MD,104117,24045,wicomico-county-md,0.01662355785043476,6263220
Worcester County,Maryland,MD,53279,24047,worcester-county-md,0.00850664674081383,6263220
Baltimore city,Maryland,MD,577193,24510,baltimore-city-md,0.0921559517308988,6263220
Barnstable County,Massachusetts,MA,230073,25001,barnstable-county-ma,0.032240398947839116,7136171
Berkshire County,Massachusetts,MA,128047,25003,berkshire-county-ma,0.01794337607661027,7136171
Bristol County,Massachusetts,MA,578436,25005,bristol-county-ma,0.08105691413504525,7136171
Dukes County,Massachusetts,MA,20751,25007,dukes-county-ma,0.00290786193324123,7136171
Essex County,Massachusetts,MA,807258,25009,essex-county-ma,0.11312200898773306,7136171
Franklin County,Massachusetts,MA,70922,25011,franklin-county-ma,0.00993838292271864,7136171
Hampden County,Massachusetts,MA,462853,25013,hampden-county-ma,0.06486013297607358,7136171
Hampshire County,Massachusetts,MA,156595,25015,hampshire-county-ma,0.021943840751573917,7136171
Middlesex County,Massachusetts,MA,1622896,25017,middlesex-county-ma,0.22741831718998887,7136171
Nantucket County,Massachusetts,MA,14299,25019,nantucket-county-ma,0.0020037356167614258,7136171
Norfolk County,Massachusetts,MA,724540,25021,norfolk-county-ma,0.10153063876972679,7136171
Plymouth County,Massachusetts,MA,531889,25023,plymouth-county-ma,0.07453422850993902,7136171
Suffolk County,Massachusetts,MA,782172,25025,suffolk-county-ma,0.10960667842740876,7136171
Worcester County,Massachusetts,MA,861664,25027,worcester-county-ma,0.12074598548717512,7136171
Alcona County,Michigan,MI,10310,26001,alcona-county-mi,0.0010167192629051604,10140459
Alger County,Michigan,MI,8813,26003,alger-county-mi,0.0008690928093097167,10140459
Allegan County,Michigan,MI,120913,26005,allegan-county-mi,0.011923819227512285,10140459
Alpena County,Michigan,MI,28908,26007,alpena-county-mi,0.002850758530752898,10140459
Antrim County,Michigan,MI,23876,26009,antrim-county-mi,0.0023545285277520476,10140459
Arenac County,Michigan,MI,15054,26011,arenac-county-mi,0.00148454818465318,10140459
Baraga County,Michigan,MI,8249,26013,baraga-county-mi,0.0008134740251895896,10140459
Barry County,Michigan,MI,62982,26015,barry-county-mi,0.00621096145647845,10140459
Bay County,Michigan,MI,103235,26017,bay-county-mi,0.010180505635888869,10140459
Benzie County,Michigan,MI,18177,26019,benzie-county-mi,0.0017925224094885645,10140459
Berrien County,Michigan,MI,153411,26021,berrien-county-mi,0.015128605125270957,10140459
Branch County,Michigan,MI,44914,26023,branch-county-mi,0.004429188067325157,10140459
Calhoun County,Michigan,MI,133846,26025,calhoun-county-mi,0.013199205282522221,10140459
Cass County,Michigan,MI,51606,26027,cass-county-mi,0.00508911874699163,10140459
Charlevoix County,Michigan,MI,26143,26029,charlevoix-county-mi,0.0025780884277526294,10140459
Cheboygan County,Michigan,MI,25778,26031,cheboygan-county-mi,0.002542094001859285,10140459
Chippewa County,Michigan,MI,36448,26033,chippewa-county-mi,0.0035943146163304835,10140459
Clare County,Michigan,MI,31109,26035,clare-county-mi,0.003067809849633039,10140459
Clinton County,Michigan,MI,79419,26037,clinton-county-mi,0.007831894000064494,10140459
Crawford County,Michigan,MI,13271,26039,crawford-county-mi,0.0013087178795358277,10140459
Delta County,Michigan,MI,36829,26041,delta-county-mi,0.0036318868800712077,10140459
Dickinson County,Michigan,MI,25940,26043,dickinson-county-mi,0.002558069610064002,10140459
Eaton County,Michigan,MI,109000,26045,eaton-county-mi,0.010749020335272792,10140459
Emmet County,Michigan,MI,34159,26047,emmet-county-mi,0.003368585189289755,10140459
Genesee County,Michigan,MI,404087,26049,genesee-county-mi,0.039848985139627306,10140459
Gladwin County,Michigan,MI,25543,26051,gladwin-county-mi,0.002518919508475898,10140459
Gogebic County,Michigan,MI,14348,26053,gogebic-county-mi,0.00141492608963756,10140459
Grand Traverse County,Michigan,MI,95757,26055,grand-traverse-county-mi,0.009443063671969879,10140459
Gratiot County,Michigan,MI,41478,26057,gratiot-county-mi,0.004090347389600411,10140459
Hillsdale County,Michigan,MI,45658,26059,hillsdale-county-mi,0.004502557527228304,10140459
Houghton County,Michigan,MI,37428,26061,houghton-county-mi,0.0036909571844824774,10140459
Huron County,Michigan,MI,31258,26063,huron-county-mi,0.003082503464586761,10140459
