Zillow_RegionID,Zillow_RegionName,Zillow_StateName,CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Code,Metropolitan Division Title,CSA Code,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code
394974,"Philadelphia, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,15804,"Camden, NJ",428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Camden County,New Jersey,34,7
394974,"Philadelphia, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,15804,"Camden, NJ",428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Gloucester County,New Jersey,34,15
394974,"Philadelphia, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,33874,"Montgomery County-Bucks County-Chester County, PA",428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Bucks County,Pennsylvania,42,17
394974,"Philadelphia, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,33874,"Montgomery County-Bucks County-Chester County, PA",428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Chester County,Pennsylvania,42,29
394974,"Philadelphia, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,33874,"Montgomery County-Bucks County-Chester County, PA",428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Montgomery County,Pennsylvania,42,91
394974,"Philadelphia, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,37964,"Philadelphia, PA",428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Delaware County,Pennsylvania,42,45
394974,"Philadelphia, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,37964,"Philadelphia, PA",428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Philadelphia County,Pennsylvania,42,101
394974,"Philadelphia, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,48864,"Wilmington, DE-MD-NJ",428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",New Castle County,Delaware,10,3
394974,"Philadelphia, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,48864,"Wilmington, DE-MD-NJ",428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Cecil County,Maryland,24,15
394974,"Philadelphia, PA",PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,48864,"Wilmington, DE-MD-NJ",428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Salem County,New Jersey,34,33
394856,"Miami, FL",FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,22744,"Fort Lauderdale-Pompano Beach-Sunrise, FL",370,"Miami-Port St. Lucie-Fort Lauderdale, FL",Broward County,Florida,12,11
394856,"Miami, FL",FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,33124,"Miami-Miami Beach-Kendall, FL",370,"Miami-Port St. Lucie-Fort Lauderdale, FL",Miami-Dade County,Florida,12,86
394856,"Miami, FL",FL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,48424,"West Palm Beach-Boca Raton-Delray Beach, FL",370,"Miami-Port St. Lucie-Fort Lauderdale, FL",Palm Beach County,Florida,12,99
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Barrow County,Georgia,13,13
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Butts County,Georgia,13,35
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Carroll County,Georgia,13,45
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Clayton County,Georgia,13,63
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Coweta County,Georgia,13,77
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Dawson County,Georgia,13,85
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",DeKalb County,Georgia,13,89
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Douglas County,Georgia,13,97
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Fayette County,Georgia,13,113
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Forsyth County,Georgia,13,117
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Fulton County,Georgia,13,121
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Gwinnett County,Georgia,13,135
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Heard County,Georgia,13,149
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Henry County,Georgia,13,151
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Jasper County,Georgia,13,159
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Lumpkin County,Georgia,13,187
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Meriwether County,Georgia,13,199
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Morgan County,Georgia,13,211
394347,"Atlanta, GA",GA,12060,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,12054,"Atlanta-Sandy Springs-Roswell, GA",122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Newton County,Georgia,13,217
