County,State,County Code,ZIP,USPS Default City for ZIP,USPS Default State for ZIP,% of County Residents in ZIP,County Population
Orange County,New York,36071,12577,Salisbury Mills,NY,0.0043114953867579645,403840
Orange County,New York,36071,10975,Southfields,NY,0.001009690709684907,403840
Orange County,New York,36071,12780,Sparrow Bush,NY,0.005994313236232809,403840
Orange County,New York,36071,12543,Maybrook,NY,0.007839610050484535,403840
Orange County,New York,36071,10924,Goshen,NY,0.03392908953751523,403840
Orange County,New York,36071,10918,Chester,NY,0.029234608019497475,403840
Orange County,New York,36071,12746,Huguenot,NY,0.0026402831776243256,403840
Orange County,New York,36071,10974,Sloatsburg,NY,0,403840
Orleans County,New York,36073,14470,Holley,NY,0.18833066784315888,39686
Orleans County,New York,36073,14416,Bergen,NY,0.00011029614514972701,39686
Orleans County,New York,36073,14571,Waterport,NY,0.03821761429438041,39686
Orleans County,New York,36073,14012,Barker,NY,0.0013787018143715877,39686
Orleans County,New York,36073,14422,Byron,NY,0.0007720730160480891,39686
Orleans County,New York,36073,14058,Elba,NY,0.002095626757844813,39686
Orleans County,New York,36073,14125,Oakfield,NY,0.00044118458059890804,39686
Orleans County,New York,36073,14477,Kent,NY,0.044063309987315946,39686
Orleans County,New York,36073,14103,Medina,NY,0.257376054706888,39686
Orleans County,New York,36073,14476,Kendall,NY,0.047206750124083166,39686
Orleans County,New York,36073,14420,Brockport,NY,0.010919318369822975,39686
Orleans County,New York,36073,14452,Fancher,NY,0,39686
Orleans County,New York,36073,14105,Middleport,NY,0.005018474604312579,39686
Orleans County,New York,36073,14464,Hamlin,NY,0.024706336513538853,39686
Orleans County,New York,36073,14429,Clarendon,NY,0,39686
Orleans County,New York,36073,14411,Albion,NY,0.30298351072630014,39686
Orleans County,New York,36073,14479,Knowlesville,NY,0.0046324380962885344,39686
Orleans County,New York,36073,14098,Lyndonville,NY,0.07174764241989742,39686
Oswego County,New York,36075,13135,Phoenix,NY,0.04184048645973273,117945
Oswego County,New York,36075,13142,Pulaski,NY,0.0652973202290886,117945
Oswego County,New York,36075,13131,Parish,NY,0.029466874071979073,117945
Oswego County,New York,36075,13437,Redfield,NY,0.0046135897617195784,117945
Oswego County,New York,36075,13115,Minetto,NY,0.0017499823234108747,117945
Oswego County,New York,36075,13069,Fulton,NY,0.20045252068160926,117945
Oswego County,New York,36075,13121,New Haven,NY,0,117945
Oswego County,New York,36075,13167,West Monroe,NY,0.029396167715477622,117945
Oswego County,New York,36075,13044,Constantia,NY,0.021795234391571803,117945
Oswego County,New York,36075,13074,Hannibal,NY,0.03406278724457329,117945
Oswego County,New York,36075,13033,Cato,NY,0.00003535317825072474,117945
Oswego County,New York,36075,13483,Westdale,NY,0.0002297956586297108,117945
Oswego County,New York,36075,13302,Altmar,NY,0.014441773315421057,117945
Oswego County,New York,36075,13316,Camden,NY,0.0009191826345188432,117945
Oswego County,New York,36075,13103,Mallory,NY,0.003234815809941314,117945
Oswego County,New York,36075,13156,Sterling,NY,0.00005302976737608711,117945
Oswego County,New York,36075,13076,Hastings,NY,0.016898819203846425,117945
Oswego County,New York,36075,13661,Mannsville,NY,0.0015555398430318885,117945
Oswego County,New York,36075,13036,Central Square,NY,0.07374672983101181,117945
Oswego County,New York,36075,13083,Lacona,NY,0.016315491762709466,117945
Oswego County,New York,36075,13093,Lycoming,NY,0.00001767658912536237,117945
Oswego County,New York,36075,13028,Bernhards Bay,NY,0.013292795022272503,117945
Oswego County,New York,36075,13144,Richland,NY,0.011083221381602205,117945
Oswego County,New York,36075,13493,Williamstown,NY,0.016686700134342078,117945
Oswego County,New York,36075,13111,Martville,NY,0.0025454288340521812,117945
Oswego County,New York,36075,13145,Sandy Creek,NY,0.01873718447288411,117945
Oswego County,New York,36075,13042,Cleveland,NY,0.010022626034080464,117945
Oswego County,New York,36075,13426,Orwell,NY,0,117945
Oswego County,New York,36075,13126,Oswego,NY,0.28554762073110374,117945
Oswego County,New York,36075,13114,Mexico,NY,0.052145937919818995,117945
Oswego County,New York,36075,13132,Pennellville,NY,0.03381531499681822,117945
Otsego County,New York,36077,13348,Hartwick,NY,0.022363116364012267,59738
Otsego County,New York,36077,13488,Westford,NY,0.002687708900451397,59738
Otsego County,New York,36077,13468,Springfield Center,NY,0.005616622445815099,59738
Otsego County,New York,36077,13843,South New Berlin,NY,0.014816856758898728,59738
Otsego County,New York,36077,13825,Otego,NY,0.0499982771096792,59738
Otsego County,New York,36077,13834,Portlandville,NY,0.0038248165121808346,59738
Otsego County,New York,36077,13364,Leonardsville,NY,0.0006891561283208711,59738
Otsego County,New York,36077,13849,Unadilla,NY,0.05620068226456704,59738
Otsego County,New York,36077,13415,New Lisbon,NY,0.001619516901554047,59738
Otsego County,New York,36077,13776,Gilbertsville,NY,0.004100478963509183,59738
Otsego County,New York,36077,13450,Roseboom,NY,0.0037559008993487473,59738
Otsego County,New York,36077,13439,Richfield Springs,NY,0.05185899865614555,59738
Otsego County,New York,36077,13491,West Winfield,NY,0.020123358946969434,59738
Otsego County,New York,36077,13750,Davenport,NY,0.0004824092898246098,59738
Otsego County,New York,36077,13810,Mount Vision,NY,0.019261913786568347,59738
Otsego County,New York,36077,13808,Morris,NY,0.026325764101857274,59738
Otsego County,New York,36077,12064,East Worcester,NY,0.005582164639399056,59738
Otsego County,New York,36077,13747,Colliersville,NY,0,59738
Otsego County,New York,36077,13796,Laurens,NY,0.018676131077495606,59738
Otsego County,New York,36077,13335,Edmeston,NY,0.022742152234588746,59738
Otsego County,New York,36077,13809,Mount Upton,NY,0.009820474828572413,59738
Otsego County,New York,36077,13775,Franklin,NY,0.0002412046449123049,59738
Otsego County,New York,36077,13317,Canajoharie,NY,0.0008959029668171324,59738
Otsego County,New York,36077,12036,Charlotteville,NY,0.0008269873539850453,59738
Otsego County,New York,36077,13459,Sharon Springs,NY,0.0002756624513283484,59738
Otsego County,New York,36077,13315,Burlington Flats,NY,0.021915164880603702,59738
Otsego County,New York,36077,13411,New Berlin,NY,0.024292753523310708,59738
Otsego County,New York,36077,13733,Bainbridge,NY,0.003618069673684573,59738
Otsego County,New York,36077,13482,West Burlington,NY,0.0009648185796492196,59738
Otsego County,New York,36077,12043,Cobleskill,NY,0.00034457806416043554,59738
Otsego County,New York,36077,12149,Richmondville,NY,0.001309396643809655,59738
Otsego County,New York,36077,13333,East Springfield,NY,0.001688432514386134,59738
Otsego County,New York,36077,12197,Worcester,NY,0.037248888735743085,59738
Otsego County,New York,36077,13320,Cherry Valley,NY,0.03090865235519107,59738
Otsego County,New York,36077,13326,Cooperstown,NY,0.10220185382998519,59738
Otsego County,New York,36077,13820,Oneonta,NY,0.31801109541366596,59738
Otsego County,New York,36077,13859,Wells Bridge,NY,0.0021708418042107437,59738
Otsego County,New York,36077,12116,Maryland,NY,0.03328624099789807,59738
Otsego County,New York,36077,13342,Garrattsville,NY,0.003342407222356225,59738
Otsego County,New York,36077,13337,Fly Creek,NY,0.012577099341855897,59738
Otsego County,New York,36077,13485,West Edmeston,NY,0.0037214430929327037,59738
Otsego County,New York,36077,13861,West Oneonta,NY,0.004824092898246098,59738
Otsego County,New York,36077,12155,Schenevus,NY,0.02598118603769684,59738
Otsego County,New York,36077,13838,Sidney,NY,0.003239033803108094,59738
Otsego County,New York,36077,13361,Jordanville,NY,0.002653251094035354,59738
Otsego County,New York,36077,13457,Schuyler Lake,NY,0.0029633713517797458,59738
Otsego County,New York,36077,13807,Milford,NY,0.019916612108473175,59738
Otsego County,New York,36077,13475,Van Hornesville,NY,0.00003445780641604355,59738
Putnam County,New York,36079,10516,Cold Spring,NY,0.06615713161739913,97988
Putnam County,New York,36079,12563,Patterson,NY,0.055951444307069796,97988
Putnam County,New York,36079,10542,Mahopac Falls,NY,0.010565359109812296,97988
Putnam County,New York,36079,10567,Cortlandt Manor,NY,0.000044958974935371473,97988
Putnam County,New York,36079,10512,Carmel,NY,0.259300887939755,97988
Putnam County,New York,36079,12533,Hopewell Junction,NY,0.0020231538720917163,97988
Putnam County,New York,36079,12531,Holmes,NY,0.006743846240305721,97988
Putnam County,New York,36079,12564,Pawling,NY,0.0003147128245476003,97988
Putnam County,New York,36079,10524,Garrison,NY,0.04839833651792739,97988
Putnam County,New York,36079,10505,Baldwin Place,NY,0.02104080026975385,97988
Putnam County,New York,36079,10537,Lake Peekskill,NY,0.021962459255928966,97988
Putnam County,New York,36079,10579,Putnam Valley,NY,0.0918736652804316,97988
Putnam County,New York,36079,10541,Mahopac,NY,0.2200067438462403,97988
Putnam County,New York,36079,10509,Brewster,NY,0.1941778127458694,97988
Putnam County,New York,36079,12524,Fishkill,NY,0.0003147128245476003,97988
Putnam County,New York,36079,12582,Stormville,NY,0.0008767000112397437,97988
Putnam County,New York,36079,10588,Shrub Oak,NY,0.00008991794987074295,97988
Putnam County,New York,36079,10560,North Salem,NY,0.00015735641227380016,97988
Queens County,New York,36081,11237,Brooklyn,NY,0,2330124
Queens County,New York,36081,11499,Jamaica,NY,0,2330124
Queens County,New York,36081,11101,Long Island City,NY,0.046114702662369035,2330124
Queens County,New York,36081,11363,Little Neck,NY,0.0036085406205466635,2330124
Queens County,New York,36081,11360,Bayside,NY,0.012084329759451012,2330124
Queens County,New York,36081,11378,Maspeth,NY,0.012228671384272879,2330124
Queens County,New York,36081,11422,Rosedale,NY,0.00974917584601929,2330124
Queens County,New York,36081,11421,Woodhaven,NY,0.011873933492761512,2330124
Queens County,New York,36081,11416,Ozone Park,NY,0.006069687647170354,2330124
Queens County,New York,36081,11691,Far Rockaway,NY,0.03032152708546125,2330124
Queens County,New York,36081,11694,Rockaway Park,NY,0.011098403067871144,2330124
Queens County,New York,36081,11697,Breezy Point,NY,0.003615880025198623,2330124
Queens County,New York,36081,11437,Jamaica,NY,0,2330124
Queens County,New York,36081,11424,Jamaica,NY,0,2330124
Queens County,New York,36081,11351,Flushing,NY,0,2330124
Queens County,New York,36081,11380,Elmhurst,NY,0.0003314964434468291,2330124
Queens County,New York,36081,11004,Glen Oaks,NY,0.006063571476627054,2330124
Queens County,New York,36081,11001,Floral Park,NY,0.0017223136249931194,2330124
Queens County,New York,36081,11102,Astoria,NY,0.022991908306371215,2330124
Queens County,New York,36081,11365,Fresh Meadows,NY,0.01959131748429673,2330124
Queens County,New York,36081,11423,Hollis,NY,0.010540608314322237,2330124
Queens County,New York,36081,11427,Queens Village,NY,0.009039700062996557,2330124
Queens County,New York,36081,11434,Jamaica,NY,0.026081797664846088,2330124
Queens County,New York,36081,11420,South Ozone Park,NY,0.013625604736362469,2330124
Queens County,New York,36081,11414,Howard Beach,NY,0.012801144947125706,2330124
Queens County,New York,36081,11411,Cambria Heights,NY,0.007347967290719935,2330124
Queens County,New York,36081,11412,Saint Albans,NY,0.012784019669604468,2330124
Queens County,New York,36081,11692,Arverne,NY,0.010326542345306756,2330124
Queens County,New York,36081,11405,Jamaica,NY,0,2330124
Queens County,New York,36081,11439,Jamaica,NY,0,2330124
Queens County,New York,36081,11559,Lawrence,NY,0.000002446468217319772,2330124
Queens County,New York,36081,11103,Astoria,NY,0.02005125350915285,2330124
Queens County,New York,36081,11355,Flushing,NY,0.037002831786961544,2330124
Queens County,New York,36081,11356,College Point,NY,0.009354071228922147,2330124
Queens County,New York,36081,11431,Jamaica,NY,0.0024770490700362687,2330124
Queens County,New York,36081,11417,Ozone Park,NY,0.009460492596375557,2330124
Queens County,New York,36081,11359,Bayside,NY,0,2330124
Queens County,New York,36081,11580,Valley Stream,NY,0.00001834851162989829,2330124
Queens County,New York,36081,11005,Floral Park,NY,0.002412217662277295,2330124
Queens County,New York,36081,11362,Little Neck,NY,0.007411575464370248,2330124
Queens County,New York,36081,11358,Flushing,NY,0.015824979663732943,2330124
Queens County,New York,36081,11373,Elmhurst,NY,0.034988165209998714,2330124
Queens County,New York,36081,11432,Jamaica,NY,0.02497477079650889,2330124
Queens County,New York,36081,11413,Springfield Gardens,NY,0.01372713316738124,2330124
Queens County,New York,36081,11415,Kew Gardens,NY,0.011514302664815505,2330124
Queens County,New York,36081,11352,Flushing,NY,0.002648301845248653,2330124
Queens County,New York,36081,11430,Jamaica,NY,0.0013431110513085548,2330124
Queens County,New York,36081,11109,Long Island City,NY,0.005279478412976067,2330124
Queens County,New York,36081,11361,Bayside,NY,0.012609097192066104,2330124
Queens County,New York,36081,11372,Jackson Heights,NY,0.032653011296566996,2330124
Queens County,New York,36081,11436,Jamaica,NY,0.00621525250610088,2330124
Queens County,New York,36081,11418,Richmond Hill,NY,0.01168555544002789,2330124
Queens County,New York,36081,11106,Astoria,NY,0.024880581770142077,2330124
Queens County,New York,36081,11367,Flushing,NY,0.0197295429385753,2330124
Queens County,New York,36081,11385,Ridgewood,NY,0.034878074140219324,2330124
Queens County,New York,36081,11435,Jamaica,NY,0.024749695720515472,2330124
Queens County,New York,36081,11425,Jamaica,NY,0,2330124
Queens County,New York,36081,11208,Brooklyn,NY,0.00002691115039051749,2330124
Queens County,New York,36081,11020,Great Neck,NY,0.00002079497984721806,2330124
Queens County,New York,36081,11104,Sunnyside,NY,0.016054947676161002,2330124
Queens County,New York,36081,11105,Astoria,NY,0.017618240867028335,2330124
Queens County,New York,36081,11354,Flushing,NY,0.02915945468223436,2330124
Queens County,New York,36081,11364,Oakland Gardens,NY,0.01642558761108495,2330124
Queens County,New York,36081,11366,Fresh Meadows,NY,0.005439722081210512,2330124
Queens County,New York,36081,11374,Rego Park,NY,0.027053045547122036,2330124
Queens County,New York,36081,11370,East Elmhurst,NY,0.009164469942079865,2330124
Queens County,New York,36081,11375,Forest Hills,NY,0.04384560339080495,2330124
Queens County,New York,36081,11379,Middle Village,NY,0.014777891266720081,2330124
Queens County,New York,36081,11357,Whitestone,NY,0.017740564277894326,2330124
Queens County,New York,36081,11429,Queens Village,NY,0.007684356670601403,2330124
Queens County,New York,36081,11693,Far Rockaway,NY,0.006810967517018244,2330124
Queens County,New York,36081,11451,Jamaica,NY,0,2330124
Queens County,New York,36081,11368,Corona,NY,0.030299508871505374,2330124
Queens County,New York,36081,11369,East Elmhurst,NY,0.011280664950061468,2330124
Queens County,New York,36081,11377,Woodside,NY,0.03866887664295631,2330124
Queens County,New York,36081,11433,Jamaica,NY,0.013220714246396046,2330124
Queens County,New York,36081,11428,Queens Village,NY,0.006867236286016599,2330124
Queens County,New York,36081,11419,South Richmond Hill,NY,0.01189105877028275,2330124
Queens County,New York,36081,11426,Bellerose,NY,0.007542461513996857,2330124
Queens County,New York,36081,11040,New Hyde Park,NY,0.0009785872869279087,2330124
Queens County,New York,36081,11386,Ridgewood,NY,0.0014862294420217614,2330124
Queens County,New York,36081,11371,Flushing,NY,0.000037920257368456465,2330124
Rensselaer County,New York,36083,12118,Mechanicville,NY,0.003266014314328362,160341
Rensselaer County,New York,36083,12089,Hoosick,NY,0.0011354502889657197,160341
Rensselaer County,New York,36083,12198,Wynantskill,NY,0.04911779339907888,160341
Rensselaer County,New York,36083,12169,Stephentown,NY,0.003100162024928875,160341
Rensselaer County,New York,36083,12057,Eagle Bridge,NY,0.002360205656838855,160341
Rensselaer County,New York,36083,12121,Melrose,NY,0.00975976933773905,160341
Rensselaer County,New York,36083,12123,Nassau,NY,0.028450046566219717,160341
Rensselaer County,New York,36083,12062,East Nassau,NY,0.009109118048556446,160341
Rensselaer County,New York,36083,12024,Brainard,NY,0.00008930507890741615,160341
Rensselaer County,New York,36083,12040,Cherry Plain,NY,0.000012757868415345165,160341
Rensselaer County,New York,36083,12140,Poestenkill,NY,0.0084457088909585,160341
Rensselaer County,New York,36083,12185,Valley Falls,NY,0.009402549022109385,160341
Rensselaer County,New York,36083,12153,Sand Lake,NY,0.00466937984001633,160341
Rensselaer County,New York,36083,12181,Troy,NY,0.012974752178406032,160341
Rensselaer County,New York,36083,12196,West Sand Lake,NY,0.021930775805978336,160341
Rensselaer County,New York,36083,12063,East Schodack,NY,0.0020540168148705713,160341
Rensselaer County,New York,36083,12052,Cropseyville,NY,0.008930507890741615,160341
Rensselaer County,New York,36083,12180,Troy,NY,0.33540436063942436,160341
Rensselaer County,New York,36083,12138,Petersburg,NY,0.0195195386754781,160341
Rensselaer County,New York,36083,12028,Buskirk,NY,0.0040059706824183815,160341
Rensselaer County,New York,36083,12182,Troy,NY,0.09518645624689027,160341
Rensselaer County,New York,36083,12156,Schodack Landing,NY,0.003993212814003036,160341
Rensselaer County,New York,36083,12133,North Hoosick,NY,0,160341
Rensselaer County,New York,36083,12061,East Greenbush,NY,0.06144189428830231,160341
Rensselaer County,New York,36083,12144,Rensselaer,NY,0.13860148246430987,160341
Rensselaer County,New York,36083,12154,Schaghticoke,NY,0.011469323705395303,160341
Rensselaer County,New York,36083,12168,Stephentown,NY,0.011328987152826505,160341
Rensselaer County,New York,36083,12094,Johnsonville,NY,0.011724481073702206,160341
Rensselaer County,New York,36083,12022,Berlin,NY,0.003253256445913017,160341
Rensselaer County,New York,36083,12184,Valatie,NY,0.001084418815304339,160341
Rensselaer County,New York,36083,12033,Castleton On Hudson,NY,0.04754857558399143,160341
Rensselaer County,New York,36083,12018,Averill Park,NY,0.044537718637969965,160341
Rensselaer County,New York,36083,12082,Grafton,NY,0.0003827360524603549,160341
Rensselaer County,New York,36083,12090,Hoosick Falls,NY,0.03570927369455112,160341
Richmond County,New York,36085,10312,Staten Island,NY,0.1179687452103169,492734
Richmond County,New York,36085,10314,Staten Island,NY,0.17361796567981314,492734
Richmond County,New York,36085,10305,Staten Island,NY,0.09045987088547063,492734
Richmond County,New York,36085,10304,Staten Island,NY,0.10140333883061228,492734
Richmond County,New York,36085,10301,Staten Island,NY,0.09477595011985702,492734
Richmond County,New York,36085,10311,Staten Island,NY,0,492734
Richmond County,New York,36085,10302,Staten Island,NY,0.03780247806708315,492734
Richmond County,New York,36085,10309,Staten Island,NY,0.0659612165948342,492734
Richmond County,New York,36085,10310,Staten Island,NY,0.052142406091557285,492734
Richmond County,New York,36085,10306,Staten Island,NY,0.12646602620301511,492734
Richmond County,New York,36085,10308,Staten Island,NY,0.057837914058524564,492734
Richmond County,New York,36085,10307,Staten Island,NY,0.026515685637388035,492734
Richmond County,New York,36085,10313,Staten Island,NY,0.002758857465161761,492734
Richmond County,New York,36085,10303,Staten Island,NY,0.05228954515636591,492734
Rockland County,New York,36087,10931,Hillburn,NY,0.0028096136575237497,338936
Rockland County,New York,36087,10976,Sparkill,NY,0.006014715454522984,338936
Rockland County,New York,36087,10927,Haverstraw,NY,0.037983340062124595,338936
Rockland County,New York,36087,10954,Nanuet,NY,0.07852087435836169,338936
Rockland County,New York,36087,10977,Spring Valley,NY,0.1661462152608986,338936
Rockland County,New York,36087,10962,Orangeburg,NY,0.01963433825770996,338936
Rockland County,New York,36087,10964,Palisades,NY,0.004399805551664758,338936
Rockland County,New York,36087,10984,Thiells,NY,0.007052871820646129,338936
Rockland County,New York,36087,10960,Nyack,NY,0.06492596956389193,338936
Rockland County,New York,36087,10989,Valley Cottage,NY,0.033031498982441974,338936
Rockland County,New York,36087,10982,Tallman,NY,0.003378127858019758,338936
Rockland County,New York,36087,10986,Tomkins Cove,NY,0.00565218466000379,338936
Rockland County,New York,36087,10913,Blauvelt,NY,0.01360314413070883,338936
Rockland County,New York,36087,10994,West Nyack,NY,0.021051504090830443,338936
Rockland County,New York,36087,10920,Congers,NY,0.027033262200397135,338936
Rockland County,New York,36087,10923,Garnerville,NY,0.028648172103255362,338936
Rockland County,New York,36087,10993,West Haverstraw,NY,0.013718494838055846,338936
Rockland County,New York,36087,10980,Stony Point,NY,0.0464863350608475,338936
Rockland County,New York,36087,10974,Sloatsburg,NY,0.012795689179279717,338936
Rockland County,New York,36087,10965,Pearl River,NY,0.05386878033105653,338936
Rockland County,New York,36087,10911,Bear Mountain,NY,0.00011535070734701612,338936
Rockland County,New York,36087,10970,Pomona,NY,0.039351069877810646,338936
Rockland County,New York,36087,10983,Tappan,NY,0.01749211083555109,338936
Rockland County,New York,36087,10968,Piermont,NY,0.010645222420881773,338936
Rockland County,New York,36087,10987,Tuxedo Park,NY,0.00004943601743443548,338936
Rockland County,New York,36087,10952,Monsey,NY,0.10035511539190403,338936
Rockland County,New York,36087,10956,New City,NY,0.0960953785563035,338936
Rockland County,New York,36087,10901,Suffern,NY,0.08914137877052625,338936
St. Lawrence County,New York,36089,12914,Bombay,NY,0.0007336494587098505,107796
St. Lawrence County,New York,36089,13630,De Kalb Junction,NY,0.010378455757358861,107796
St. Lawrence County,New York,36089,13658,Lisbon,NY,0.019325400375771674,107796
St. Lawrence County,New York,36089,13660,Madrid,NY,0.015531895857564641,107796
St. Lawrence County,New York,36089,13654,Heuvelton,NY,0.017965464793772926,107796
St. Lawrence County,New York,36089,13635,Edwards,NY,0.007980674599624229,107796
St. Lawrence County,New York,36089,13697,Winthrop,NY,0.01918224926187707,107796
St. Lawrence County,New York,36089,13666,Newton Falls,NY,0.001860964480629865,107796
St. Lawrence County,New York,36089,12930,Dickinson Center,NY,0.00008946944618412812,107796
St. Lawrence County,New York,36089,13639,Fine,NY,0.0006441800125257225,107796
St. Lawrence County,New York,36089,13614,Brier Hill,NY,0.002397781157734634,107796
St. Lawrence County,New York,36089,13633,De Peyster,NY,0.002415675046971459,107796
St. Lawrence County,New York,36089,12986,Tupper Lake,NY,0.002147266708419075,107796
St. Lawrence County,New York,36089,13664,Morristown,NY,0.002773552831707972,107796
St. Lawrence County,New York,36089,13684,Russell,NY,0.009859532969490919,107796
St. Lawrence County,New York,36089,13625,Colton,NY,0.017571799230562762,107796
St. Lawrence County,New York,36089,13648,Harrisville,NY,0.008964838507649637,107796
St. Lawrence County,New York,36089,12980,Saint Regis Falls,NY,0.0028272344994184485,107796
St. Lawrence County,New York,36089,13681,Richville,NY,0.007354388476335331,107796
St. Lawrence County,New York,36089,13670,Oswegatchie,NY,0.004366108973785452,107796
St. Lawrence County,New York,36089,13649,Helena,NY,0.0013957233604723986,107796
St. Lawrence County,New York,36089,12967,North Lawrence,NY,0.008428021830544868,107796
St. Lawrence County,New York,36089,12949,Lawrenceville,NY,0.000035787778473651245,107796
St. Lawrence County,New York,36089,13696,West Stockholm,NY,0.0012704661358146194,107796
St. Lawrence County,New York,36089,13677,Pyrites,NY,0.00023262056007873313,107796
St. Lawrence County,New York,36089,13680,Rensselaer Falls,NY,0.008249082938176612,107796
St. Lawrence County,New York,36089,13679,Redwood,NY,0.002093585040708598,107796
St. Lawrence County,New York,36089,13668,Norwood,NY,0.02784289165250067,107796
St. Lawrence County,New York,36089,13662,Massena,NY,0.16219021204258746,107796
St. Lawrence County,New York,36089,13642,Gouverneur,NY,0.07506486534848349,107796
St. Lawrence County,New York,36089,13647,Hannawa Falls,NY,0.0018967522591035162,107796
St. Lawrence County,New York,36089,13672,Parishville,NY,0.0048850317616533955,107796
St. Lawrence County,New York,36089,12973,Piercefield,NY,0.0019146461483403418,107796
St. Lawrence County,New York,36089,13608,Antwerp,NY,0.0022904178223136797,107796
St. Lawrence County,New York,36089,13678,Raymondville,NY,0.000035787778473651245,107796
St. Lawrence County,New York,36089,12922,Childwold,NY,0.0007873311264203275,107796
St. Lawrence County,New York,36089,13669,Ogdensburg,NY,0.14195222331573767,107796
St. Lawrence County,New York,36089,13690,Star Lake,NY,0.007354388476335331,107796
St. Lawrence County,New York,36089,12927,Cranberry Lake,NY,0.004044018967522591,107796
St. Lawrence County,New York,36089,13699,Potsdam,NY,0,107796
St. Lawrence County,New York,36089,13646,Hammond,NY,0.024586203811398408,107796
St. Lawrence County,New York,36089,13687,South Colton,NY,0.0028451283886552743,107796
St. Lawrence County,New York,36089,13645,Hailesboro,NY,0.00023262056007873313,107796
St. Lawrence County,New York,36089,13623,Chippewa Bay,NY,0,107796
St. Lawrence County,New York,36089,13694,Waddington,NY,0.012149950791804599,107796
St. Lawrence County,New York,36089,13676,Potsdam,NY,0.20211147892994544,107796
St. Lawrence County,New York,36089,13667,Norfolk,NY,0.026196653842712712,107796
St. Lawrence County,New York,36089,13617,Canton,NY,0.07590587814261429,107796
St. Lawrence County,New York,36089,13691,Theresa,NY,0.00016104500313143062,107796
St. Lawrence County,New York,36089,12965,Nicholville,NY,0.003328263398049566,107796
St. Lawrence County,New York,36089,13621,Chase Mills,NY,0.00543974232799499,107796
St. Lawrence County,New York,36089,13695,Wanakena,NY,0.0018788583698666906,107796
St. Lawrence County,New York,36089,13613,Brasher Falls,NY,0.021615818198085352,107796
St. Lawrence County,New York,36089,13652,Hermon,NY,0.01721392144582625,107796
Saratoga County,New York,36091,12118,Mechanicville,NY,0.07093543610986341,237075
Saratoga County,New York,36091,12074,Galway,NY,0.011062867029329074,237075
Saratoga County,New York,36091,12020,Ballston Spa,NY,0.1429189333067159,237075
Saratoga County,New York,36091,12833,Greenfield Center,NY,0.017517592453960174,237075
Saratoga County,New York,36091,12302,Schenectady,NY,0.002337342582888323,237075
Saratoga County,New York,36091,12828,Fort Edward,NY,0.01613681356157775,237075
Saratoga County,New York,36091,12134,Northville,NY,0.006571176656518774,237075
Saratoga County,New York,36091,12170,Stillwater,NY,0.02022092462278119,237075
Saratoga County,New York,36091,12027,Burnt Hills,NY,0.014564721931094142,237075
Saratoga County,New York,36091,12850,Middle Grove,NY,0.010480610869890702,237075
Saratoga County,New York,36091,12803,South Glens Falls,NY,0.041132238691753586,237075
Saratoga County,New York,36091,12831,Gansevoort,NY,0.06527923341817637,237075
Saratoga County,New York,36091,12019,Ballston Lake,NY,0.05952321538487132,237075
Saratoga County,New York,36091,12859,Porter Corners,NY,0.008043452945384373,237075
Saratoga County,New York,36091,12884,Victory Mills,NY,0.0012560097153599176,237075
Saratoga County,New York,36091,12065,Clifton Park,NY,0.18613065828217798,237075
Saratoga County,New York,36091,12151,Round Lake,NY,0.004258787909034952,237075
Saratoga County,New York,36091,12148,Rexford,NY,0.017309643825589326,237075
Saratoga County,New York,36091,12010,Amsterdam,NY,0.0028364192909783566,237075
Saratoga County,New York,36091,12025,Broadalbin,NY,0.0026035168272030076,237075
Saratoga County,New York,36091,12866,Saratoga Springs,NY,0.19488945450915807,237075
Saratoga County,New York,36091,12871,Schuylerville,NY,0.015305019048094358,237075
Saratoga County,New York,36091,12822,Corinth,NY,0.026093393887973916,237075
Saratoga County,New York,36091,12835,Hadley,NY,0.016020362329690074,237075
Saratoga County,New York,36091,12863,Rock City Falls,NY,0.002961188468000865,237075
Saratoga County,New York,36091,12086,Hagaman,NY,0.001131240538337409,237075
Saratoga County,New York,36091,12188,Waterford,NY,0.04247974580359668,237075
Schenectady County,New York,36093,12309,Schenectady,NY,0.15554091448148635,159603
Schenectady County,New York,36093,12137,Pattersonville,NY,0.008169719330610094,159603
Schenectady County,New York,36093,12019,Ballston Lake,NY,0.003544604032151799,159603
Schenectady County,New York,36093,12303,Schenectady,NY,0.12091184609302938,159603
Schenectady County,New York,36093,12008,Alplaus,NY,0.002556331532481223,159603
Schenectady County,New York,36093,12010,Amsterdam,NY,0.0027671629990776124,159603
Schenectady County,New York,36093,12141,Quaker Street,NY,0,159603
Schenectady County,New York,36093,12056,Duanesburg,NY,0.013045196995651601,159603
Schenectady County,New York,36093,12305,Schenectady,NY,0.0491500856502833,159603
Schenectady County,New York,36093,12306,Schenectady,NY,0.16874423507708525,159603
Schenectady County,New York,36093,12027,Burnt Hills,NY,0.003175648965608117,159603
Schenectady County,New York,36093,12066,Esperance,NY,0.0024904466991698512,159603
Schenectady County,New York,36093,12009,Altamont,NY,0.00007906179997364606,159603
Schenectady County,New York,36093,12308,Schenectady,NY,0.100672025299776,159603
Schenectady County,New York,36093,12302,Schenectady,NY,0.16544999341151667,159603
Schenectady County,New York,36093,12157,Schoharie,NY,0.00013176966662274345,159603
Schenectady County,New York,36093,12301,Schenectady,NY,0.01738041902753986,159603
