period_date,fips_code,county_name,state_fips,region_code,division_code,sf_buildings,sf_units,sf_value,duplex_buildings,duplex_units,duplex_value,small_multi_buildings,small_multi_units,small_multi_value,large_multi_buildings,large_multi_units,large_multi_value,total_buildings,total_units,total_value,sf_units_yoy,total_units_yoy
2024-12-01,44,,44,1,1,79,79,25133782,5,10,1782888,0,0,0,0,0,0,84,89,26916670,,
2025-01-01,44,,44,1,1,53,53,20437447,17,34,4052418,4,14,1814998,1,5,308333,75,106,26613196,-1.85,15.22
2025-02-01,44,,44,1,1,65,65,22073381,18,36,4866865,2,6,901644,0,0,0,85,107,27841890,18.18,-6.96
2025-03-01,44,,44,1,1,55,55,17714148,2,4,491762,1,3,250000,4,21,2674189,62,83,21130099,,
2025-04-01,44,,44,1,1,56,56,20073236,13,26,3717442,2,6,500625,3,31,2759071,74,119,27050374,-8.2,45.12
2025-05-01,44,,44,1,1,64,64,20757603,10,20,2840016,4,15,2348042,4,44,4382000,82,143,30327661,-15.79,47.42
2025-06-01,44,,44,1,1,59,59,18892172,26,52,7458890,1,3,285000,5,86,7318064,91,200,33954126,-26.25,117.39
2025-07-01,44,,44,1,1,53,53,17280452,16,32,4377391,0,0,0,7,62,6252656,76,147,27910499,-20.9,-2.65
2025-08-01,44,,44,1,1,60,60,19797945,7,14,1869377,2,7,955000,5,62,6877845,74,143,29500167,-9.09,52.13
2025-09-01,44,,44,1,1,73,73,25427711,3,6,567667,4,12,1333354,5,92,9310138,85,183,36638870,-6.41,86.73
2025-10-01,44,,44,1,1,84,84,28870815,10,20,2889921,2,7,950625,5,53,5432743,101,164,38144104,2.44,13.89
2025-11-01,44,,44,1,1,59,59,19345484,14,28,3994611,0,0,0,2,14,1247535,75,101,24587630,-6.35,12.22
2025-12-01,44,,44,1,1,63,63,34763033,2,4,590537,19,59,7350330,4,43,4233919,88,169,46937819,-20.25,89.89
2024-01-01,45,,45,3,5,3569,3569,1126431255,29,58,5233676,4,14,2542837,15,285,36463298,3617,3926,1170671066,,
2024-02-01,45,,45,3,5,3639,3639,1085984696,6,12,1848925,7,24,1900484,21,468,57857498,3673,4143,1147591603,,
2024-03-01,45,,45,3,5,3546,3546,1076734374,9,18,2233097,4,15,2405973,10,235,26553638,3569,3814,1107927082,,
2024-04-01,45,,45,3,5,3902,3902,1155930263,14,28,2626123,18,59,4691885,25,200,16870517,3959,4189,1180118788,,
2024-05-01,45,,45,3,5,3849,3849,1136500399,25,50,5436783,13,44,3649052,39,578,75097002,3926,4521,1220683236,,
2024-06-01,45,,45,3,5,3339,3339,1022453093,11,22,2386759,28,98,14215148,42,730,82519874,3420,4189,1121574874,,
2024-07-01,45,,45,3,5,3695,3695,1151166825,19,38,4722361,12,39,3706676,45,833,101192041,3771,4605,1260787903,,
2024-08-01,45,,45,3,5,3269,3269,1006423686,20,40,4915276,11,35,2249971,24,423,57082735,3324,3767,1070671668,,
2024-09-01,45,,45,3,5,2975,2975,908465831,19,38,4947666,15,53,4726835,37,520,52955233,3046,3586,971095565,,
2024-10-01,45,,45,3,5,3119,3119,953616579,23,46,6459635,18,61,6550903,26,474,69203042,3186,3700,1035830159,,
2024-11-01,45,,45,3,5,2600,2600,795433763,12,24,2798039,15,52,8686312,37,393,86485100,2664,3069,893403214,,
2024-12-01,45,,45,3,5,2730,2730,907862386,28,56,7979997,15,55,6220362,32,498,55572949,2805,3339,977635694,,
2025-01-01,45,,45,3,5,3244,3244,1004646280,22,44,5929113,23,81,9082860,27,534,85045386,3316,3903,1104703639,-9.11,-0.59
2025-02-01,45,,45,3,5,3333,3333,1008662003,30,60,6329003,10,30,2087148,47,412,60738850,3420,3835,1077817004,-8.41,-7.43
2025-03-01,45,,45,3,5,3364,3364,1075288084,50,100,10518410,28,97,8824052,43,719,120373445,3485,4280,1215003991,,
2025-04-01,45,,45,3,5,3739,3739,1144563645,21,42,5286601,20,75,9033465,12,121,10150555,3792,3977,1169034266,-4.18,-5.06
2025-05-01,45,,45,3,5,3979,3979,1249383990,19,38,4223548,5,17,995038,16,406,71747518,4019,4440,1326350094,3.38,-1.79
2025-06-01,45,,45,3,5,3444,3444,1116739962,28,56,5883749,4,13,2086945,35,751,88513429,3511,4264,1213224085,3.14,1.79
2025-07-01,45,,45,3,5,3512,3512,1131444281,13,26,2555488,6,22,3031126,10,210,22138452,3541,3770,1159169347,-4.95,-18.13
2025-08-01,45,,45,3,5,3035,3035,943662325,4,8,896472,4,12,2374763,21,606,110805375,3064,3661,1057738935,-7.16,-2.81
2025-09-01,45,,45,3,5,3017,3017,949552681,6,12,1856980,1,4,615150,11,533,106970162,3035,3566,1058994973,1.41,-0.56
2025-10-01,45,,45,3,5,3130,3130,1019266431,12,24,2718390,5,18,1411316,22,487,77567959,3169,3659,1100964096,0.35,-1.11
2025-11-01,45,,45,3,5,2718,2718,857162211,6,12,1169266,5,17,1082666,11,410,65692451,2740,3157,925106594,4.54,2.87
2025-12-01,45,,45,3,5,2829,2829,948151484,11,22,2797373,8,28,2842730,14,119,13544978,2862,2998,967336565,3.63,-10.21
2024-01-01,46,,46,2,4,107,107,33275100,1,2,287889,1,3,456000,9,197,23871986,118,309,57890975,,
2024-02-01,46,,46,2,4,197,197,60366705,3,6,982285,2,7,484796,11,103,12812867,213,313,74646653,,
2024-03-01,46,,46,2,4,271,271,85893243,8,16,3371759,3,10,983856,20,342,34841040,302,639,125089898,,
2024-04-01,46,,46,2,4,336,336,107065873,4,8,1509948,2,7,1100000,13,66,9358401,355,417,119034222,,
2024-05-01,46,,46,2,4,348,348,104091015,9,18,3330299,4,15,2106000,9,167,22557582,370,548,132084896,,
2024-06-01,46,,46,2,4,298,298,92346485,2,4,518317,6,20,1458684,8,121,13191164,314,443,107514650,,
2024-07-01,46,,46,2,4,348,348,106685253,2,4,955000,6,22,3196086,9,159,17577689,365,533,128414028,,
2024-08-01,46,,46,2,4,353,353,105469725,15,30,4150851,8,27,3380829,36,695,112458952,412,1105,225460357,,
2024-09-01,46,,46,2,4,449,449,122800021,7,14,3209886,4,12,831759,2,10,1357329,462,485,128198995,,
2024-10-01,46,,46,2,4,313,313,98878595,8,16,2934946,3,10,951123,24,415,76136078,348,754,178900742,,
2024-11-01,46,,46,2,4,232,232,73137353,6,12,1944627,5,18,3037522,6,71,6729322,249,333,84848824,,
2024-12-01,46,,46,2,4,128,128,39657108,3,6,1118317,1,3,400000,13,200,25969496,145,337,67144921,,
2025-01-01,46,,46,2,4,128,128,38028847,5,10,1671871,0,0,0,11,198,18865897,144,336,58566615,19.63,8.74
2025-02-01,46,,46,2,4,130,130,42330851,3,6,969315,1,3,0,5,37,4939789,139,176,48239955,-34.01,-43.77
2025-03-01,46,,46,2,4,303,303,90976005,5,10,1884145,4,13,1221353,12,213,33894694,324,539,127976197,,
2025-04-01,46,,46,2,4,429,429,136617443,5,10,1963056,2,6,888855,10,152,14601830,446,597,154071184,27.68,43.17
2025-05-01,46,,46,2,4,318,318,107136389,3,6,1217500,1,4,600000,1,44,5334356,323,372,114288245,-8.62,-32.12
2025-06-01,46,,46,2,4,348,348,113462107,4,8,1652879,2,7,1163852,22,188,31723904,376,551,148002742,16.78,24.38
2025-07-01,46,,46,2,4,355,355,132426680,5,10,1955393,1,3,450000,13,161,24695025,374,529,159527098,2.01,-0.75
2025-08-01,46,,46,2,4,311,311,110372833,10,20,3288382,6,24,4182556,15,319,59038469,342,674,176882240,-11.9,-39
2025-09-01,46,,46,2,4,385,385,126547424,11,22,3654963,4,16,2400000,1,5,610350,401,428,133212737,-14.25,-11.75
2025-10-01,46,,46,2,4,318,318,105289457,7,14,2205848,3,12,2407160,8,72,10582230,336,416,120484695,1.6,-44.83
2025-11-01,46,,46,2,4,179,179,61785950,3,6,1820000,4,16,3500000,4,40,4469804,190,241,71575754,-22.84,-27.63
2025-12-01,46,,46,2,4,142,142,47318434,3,6,953601,0,0,0,16,304,47564743,161,452,95836778,10.94,34.12
2024-01-01,47,,47,3,6,2559,2559,709466445,21,42,7615891,13,42,6567080,16,504,85648932,2609,3147,809298348,,
2024-02-01,47,,47,3,6,3053,3053,830891100,8,16,1025271,21,75,6180612,42,1152,115925903,3124,4296,954022886,,
2024-03-01,47,,47,3,6,2782,2782,818294460,18,36,5771756,6,21,2759212,23,368,51545776,2829,3207,878371204,,
2024-04-01,47,,47,3,6,3079,3079,946490173,26,52,7131940,17,60,8077642,27,936,124658388,3149,4127,1086358143,,
2024-05-01,47,,47,3,6,3193,3193,962942778,19,38,5272110,19,69,12495547,71,1681,184849221,3302,4981,1165559656,,
2024-06-01,47,,47,3,6,2860,2860,839800439,28,56,8979715,8,28,3569337,27,274,32800425,2923,3218,885149916,,
2024-07-01,47,,47,3,6,2976,2976,864369271,33,66,9042096,9,31,3698868,36,491,75527587,3054,3564,952637822,,
2024-08-01,47,,47,3,6,2900,2900,898470069,12,24,2515854,23,85,10522951,51,1456,152399114,2986,4465,1063907988,,
2024-09-01,47,,47,3,6,2421,2421,732740845,12,24,2812888,11,37,5391568,40,1394,211866197,2484,3876,952811498,,
2024-10-01,47,,47,3,6,2614,2614,807840718,10,20,2282807,29,90,14507064,29,437,73024876,2682,3161,897655465,,
2024-11-01,47,,47,3,6,2068,2068,613680391,16,32,4820735,10,36,5953085,43,1092,170884420,2137,3228,795338631,,
2024-12-01,47,,47,3,6,2350,2350,651530836,13,26,2988940,15,52,7054296,24,702,61716870,2402,3130,723290942,,
2025-01-01,47,,47,3,6,2359,2359,742003589,6,12,1634742,5,18,2533910,45,940,167811738,2415,3329,913983979,-7.82,5.78
2025-02-01,47,,47,3,6,2506,2506,749887912,6,12,1791828,8,26,4404919,33,712,96387014,2553,3256,852471673,-17.92,-24.21
2025-03-01,47,,47,3,6,3165,3165,975425340,14,28,2899881,8,29,3877991,77,1579,234057630,3264,4801,1216260842,,
2025-04-01,47,,47,3,6,3030,3030,877844701,34,68,8522292,11,36,4756271,57,853,130772349,3132,3987,1021895613,-1.59,-3.39
2025-05-01,47,,47,3,6,2885,2885,909851871,21,42,5439761,18,67,7882297,28,364,51606781,2952,3358,974780710,-9.65,-32.58
2025-06-01,47,,47,3,6,2810,2810,818536277,17,34,4170607,10,37,4930364,39,1082,149313639,2876,3963,976950887,-1.75,23.15
2025-07-01,47,,47,3,6,2848,2848,883760634,14,28,3848279,11,38,6310021,36,1219,163437801,2909,4133,1057356735,-4.3,15.97
2025-08-01,47,,47,3,6,2604,2604,826183978,18,36,3721759,20,72,6572862,24,602,83761778,2666,3314,920240377,-10.21,-25.78
2025-09-01,47,,47,3,6,2443,2443,839241133,30,60,8918317,13,43,6573571,30,902,124210614,2516,3448,978943635,0.91,-11.04
2025-10-01,47,,47,3,6,2635,2635,790637850,32,64,10600631,19,69,8280962,20,681,112259009,2706,3449,921778452,0.8,9.11
2025-11-01,47,,47,3,6,2107,2107,657911994,19,38,6125123,4,13,1208544,27,1311,266986676,2157,3469,932232337,1.89,7.47
2025-12-01,47,,47,3,6,2200,2200,677756158,15,30,3470867,14,48,6219753,27,799,129265089,2256,3077,816711867,-6.38,-1.69
2024-01-01,48,,48,3,7,12707,12707,3501978754,140,280,36983005,107,397,42892734,190,5834,581695057,13144,19218,4163549550,,
2024-02-01,48,,48,3,7,13596,13596,3802462047,179,358,46664453,51,191,21056626,107,3053,399593108,13933,17198,4269776234,,
2024-03-01,48,,48,3,7,14013,14013,3946530702,186,372,49193433,72,263,23366925,114,3902,503488638,14385,18550,4522579698,,
2024-04-01,48,,48,3,7,15688,15688,4529412974,371,742,107362310,70,264,31449249,193,5199,701343855,16322,21893,5369568388,,
2024-05-01,48,,48,3,7,14921,14921,4228340090,273,546,76863415,54,202,26756903,80,2732,460750164,15328,18401,4792710572,,
2024-06-01,48,,48,3,7,12693,12693,3722894295,231,462,63926435,56,209,24962190,161,4698,647324107,13141,18062,4459107027,,
2024-07-01,48,,48,3,7,13288,13288,3848732631,152,304,46909070,108,413,48941693,188,5854,746598732,13736,19859,4691182126,,
2024-08-01,48,,48,3,7,13550,13550,3893906352,193,386,55230291,64,237,25653106,155,5932,646367363,13962,20105,4621157112,,
2024-09-01,48,,48,3,7,11941,11941,3462806111,360,720,106098545,44,159,18791252,129,3471,465886168,12474,16291,4053582076,,
2024-10-01,48,,48,3,7,13553,13553,3973646171,358,716,111577125,70,239,31183031,207,6261,731873701,14188,20769,4848280028,,
2024-11-01,48,,48,3,7,10499,10499,3010583046,216,432,52908377,52,197,18635472,125,5172,654196528,10892,16300,3736323423,,
2024-12-01,48,,48,3,7,11805,11805,3380264573,180,360,50673431,72,267,37476680,157,6040,799640913,12214,18472,4268055597,,
2025-01-01,48,,48,3,7,12174,12174,3518855386,230,460,66492307,99,373,49162261,253,4175,747849440,12756,17182,4382359394,-4.19,-10.59
2025-02-01,48,,48,3,7,12695,12695,3636488171,189,378,57436567,52,184,21218354,101,3197,431498201,13037,16454,4146641293,-6.63,-4.33
2025-03-01,48,,48,3,7,13543,13543,3885149723,300,600,86733232,73,277,26366962,119,4658,673345835,14035,19078,4671595752,,
2025-04-01,48,,48,3,7,14404,14404,4292319773,338,676,96892259,132,505,38655572,152,6726,1037991820,15026,22311,5465859424,-8.18,1.91
2025-05-01,48,,48,3,7,13397,13397,3897248148,378,756,121272884,103,380,70526075,183,4121,619713864,14061,18654,4708760971,-10.21,1.37
2025-06-01,48,,48,3,7,12080,12080,3491733902,261,522,86667890,50,188,18464904,159,5937,977745580,12550,18727,4574612276,-4.83,3.68
2025-07-01,48,,48,3,7,12578,12578,3637023757,343,686,113727091,89,331,32798822,126,5653,835137076,13136,19248,4618686746,-5.34,-3.08
2025-08-01,48,,48,3,7,10857,10857,3184843288,232,464,76105425,48,177,17406225,118,2775,455209763,11255,14273,3733564701,-19.87,-29.01
2025-09-01,48,,48,3,7,10203,10203,2968133456,247,494,80908759,52,197,22936141,141,6728,1036592702,10643,17622,4108571058,-14.55,8.17
2025-10-01,48,,48,3,7,10445,10445,3060613612,339,678,102128116,49,187,21498231,139,5261,949066778,10972,16571,4133306737,-22.93,-20.21
2025-11-01,48,,48,3,7,8678,8678,2592275121,194,388,56113992,26,93,9806625,120,3552,418927121,9018,12711,3077122859,-17.34,-22.02
2025-12-01,48,,48,3,7,9203,9203,2682196905,173,346,57936280,26,94,13333433,148,5922,856632312,9550,15565,3610098930,-22.04,-15.74
2024-01-01,49,,49,4,8,1381,1381,406814643,5,10,1687929,11,42,10177195,29,795,139386723,1426,2228,558066490,,
2024-02-01,49,,49,4,8,1172,1172,389400751,6,12,2329722,5,15,4821622,24,381,59771508,1207,1580,456323603,,
2024-03-01,49,,49,4,8,1728,1728,575649230,6,12,1708959,10,34,8026675,28,478,68579458,1772,2252,653964322,,
2024-04-01,49,,49,4,8,1709,1709,605692393,11,22,4820055,11,36,7644849,43,542,98243041,1774,2309,716400338,,
2024-05-01,49,,49,4,8,1754,1754,610256613,8,16,3117028,19,69,14390941,20,242,27959211,1801,2081,655723793,,
2024-06-01,49,,49,4,8,1462,1462,539411988,8,16,3526493,9,33,9540173,36,547,100710575,1515,2058,653189229,,
2024-07-01,49,,49,4,8,1533,1533,579023983,19,38,7783592,12,42,8421492,18,166,28839338,1582,1779,624068405,,
2024-08-01,49,,49,4,8,1562,1562,567888181,9,18,3255202,17,62,16135055,19,235,35214915,1607,1877,622493353,,
2024-09-01,49,,49,4,8,1382,1382,486720487,7,14,3007110,10,38,8918688,24,938,232478893,1423,2372,731125178,,
2024-10-01,49,,49,4,8,1646,1646,560264540,7,14,2215255,17,63,15729786,35,656,116732205,1705,2379,694941786,,
2024-11-01,49,,49,4,8,1176,1176,412642840,5,10,2301612,10,35,7291188,32,487,80608362,1223,1708,502844002,,
2024-12-01,49,,49,4,8,1183,1183,392514455,4,8,1587300,8,26,5809569,35,460,76034191,1230,1677,475945515,,
2025-01-01,49,,49,4,8,1383,1383,493309467,3,6,1558305,10,35,5900683,17,680,155253150,1413,2104,656021605,0.14,-5.57
2025-02-01,49,,49,4,8,1201,1201,412388439,10,20,4080115,8,30,9238621,34,612,98036243,1253,1863,523743418,2.47,17.91
2025-03-01,49,,49,4,8,1545,1545,569239371,11,22,5654870,7,25,5894553,36,632,106727516,1599,2224,687516310,,
2025-04-01,49,,49,4,8,1574,1574,579489599,10,20,7285526,24,84,17841329,53,451,98976301,1661,2129,703592755,-7.9,-7.8
2025-05-01,49,,49,4,8,1408,1408,524800961,9,18,3576119,9,33,7212658,37,482,118037489,1463,1941,653627227,-19.73,-6.73
2025-06-01,49,,49,4,8,1353,1353,546828187,12,24,4630808,17,62,15675008,24,356,68901595,1406,1795,636035598,-7.46,-12.78
2025-07-01,49,,49,4,8,1286,1286,516191708,3,6,1258636,14,53,13210692,19,477,114514557,1322,1822,645175593,-16.11,2.42
2025-08-01,49,,49,4,8,1410,1410,545236155,8,16,5140114,21,81,23881400,40,1303,250275610,1479,2810,824533279,-9.73,49.71
2025-09-01,49,,49,4,8,1340,1340,524336369,13,26,7109334,24,91,19348275,39,882,138677333,1416,2339,689471311,-3.04,-1.39
2025-10-01,49,,49,4,8,1645,1645,585710428,5,10,1872206,7,26,5760055,42,760,130243849,1699,2441,723586538,-0.06,2.61
2025-11-01,49,,49,4,8,1173,1173,430168543,5,10,2071752,17,64,15630004,22,741,165629068,1217,1988,613499367,-0.26,16.39
2025-12-01,49,,49,4,8,1342,1342,479979117,9,18,4975132,6,21,5319510,39,1393,279130738,1396,2774,769404497,13.44,65.41
2024-01-01,50,,50,1,1,99,99,30260475,3,6,1210515,1,3,400000,4,25,2349666,107,133,34220656,,
2024-02-01,50,,50,1,1,82,82,24572872,2,4,385000,1,3,354837,7,79,13124132,92,168,38436841,,
2024-03-01,50,,50,1,1,88,88,27393232,5,10,1593707,2,7,818013,5,53,5984630,100,158,35789582,,
2024-04-01,50,,50,1,1,155,155,51615414,7,14,2029425,1,3,354837,4,114,20380077,167,286,74379753,,
2024-05-01,50,,50,1,1,150,150,55157010,12,24,3926126,2,6,702219,7,116,31196192,171,296,90981547,,
2024-06-01,50,,50,1,1,125,125,42737566,6,12,1980234,1,3,274592,4,56,8183989,136,196,53176381,,
2024-07-01,50,,50,1,1,129,129,43199600,5,10,1207726,3,10,1180967,4,195,20544231,141,344,66132524,,
2024-08-01,50,,50,1,1,132,132,43668349,5,10,1631031,7,27,4754837,2,12,1435492,146,181,51489709,,
2024-09-01,50,,50,1,1,118,118,35903115,5,10,1691685,2,7,890837,3,15,864231,128,150,39349868,,
2024-10-01,50,,50,1,1,104,104,36776640,3,6,1065908,2,6,621974,4,37,3746423,113,153,42210945,,
2024-11-01,50,,50,1,1,112,112,37055508,1,2,475000,2,6,859026,2,12,674192,117,132,39063726,,
2024-12-01,50,,50,1,1,85,85,26969388,3,6,899562,5,18,1953733,10,319,64839574,103,428,94662257,,
2025-01-01,50,,50,1,1,100,100,33899577,6,12,2145053,3,11,1638976,4,100,11147981,113,223,48831587,1.01,67.67
2025-02-01,50,,50,1,1,64,64,22307597,2,4,590908,1,3,347382,4,20,2097643,71,91,25343530,-21.95,-45.83
2025-03-01,50,,50,1,1,97,97,30966188,2,4,682698,1,4,600000,2,10,633462,102,115,32882348,,
2025-04-01,50,,50,1,1,157,157,56475754,5,10,1720862,2,6,854191,3,15,864231,167,188,59915038,1.29,-34.27
2025-05-01,50,,50,1,1,132,132,43825664,3,6,1221787,2,6,1354837,4,26,2462507,141,170,48864795,-12,-42.57
2025-06-01,50,,50,1,1,118,118,37470145,2,4,674044,1,3,354837,3,19,2155331,124,144,40654357,-5.6,-26.53
2025-07-01,50,,50,1,1,121,121,38978840,3,6,752358,2,6,854191,8,61,8088823,134,194,48674212,-6.2,-43.6
2025-08-01,50,,50,1,1,109,109,34022726,2,4,740537,3,10,1313048,7,75,11406331,121,198,47482642,-17.42,9.39
2025-09-01,50,,50,1,1,134,134,47191977,2,4,740537,2,6,512337,9,522,89573560,147,666,138018411,13.56,344
2025-10-01,50,,50,1,1,118,118,39641801,6,12,2274044,4,14,3839537,8,85,10780054,136,229,56535436,13.46,49.67
2025-11-01,50,,50,1,1,102,102,29401594,4,8,1466277,1,3,354837,2,10,1084196,109,123,32306904,-8.93,-6.82
2025-12-01,50,,50,1,1,58,58,17676054,3,6,1221787,1,3,354837,5,42,4999137,67,109,24251815,-31.76,-74.53
2024-01-01,51,,51,3,5,1705,1705,462947335,7,14,743000,1,3,237600,27,1316,108224444,1740,3038,572152379,,
2024-02-01,51,,51,3,5,2099,2099,557982293,10,20,3848000,1,3,237600,24,1019,91814063,2134,3141,653881956,,
2024-03-01,51,,51,3,5,1856,1856,522172549,11,22,3392000,1,3,535260,19,711,51184817,1887,2592,577284626,,
2024-04-01,51,,51,3,5,2039,2039,565046257,25,50,6967020,2,7,1100000,18,290,38767115,2084,2386,611880392,,
2024-05-01,51,,51,3,5,2175,2175,609054257,27,54,8203705,1,4,616000,16,1131,82837160,2219,3364,700711122,,
2024-06-01,51,,51,3,5,1952,1952,531518016,5,10,2052961,0,0,0,23,715,74414369,1980,2677,607985346,,
2024-07-01,51,,51,3,5,2126,2126,551538227,4,8,1173333,3,9,1642643,20,1074,132914185,2153,3217,687268388,,
2024-08-01,51,,51,3,5,2000,2000,562706848,40,80,16175328,3,9,937093,26,1077,112321923,2069,3166,692141192,,
2024-09-01,51,,51,3,5,1604,1604,464491451,31,62,9140753,2,6,1923001,15,350,48024638,1652,2022,523579843,,
2024-10-01,51,,51,3,5,1874,1874,523340367,23,46,6477320,1,3,237600,23,739,103602066,1921,2662,633657353,,
2024-11-01,51,,51,3,5,1700,1700,450718292,5,10,1460000,4,12,1382600,36,1652,167650206,1745,3374,621211098,,
2024-12-01,51,,51,3,5,1684,1684,491786978,26,52,7519984,6,19,5019933,23,940,119046733,1739,2695,623373628,,
2025-01-01,51,,51,3,5,2095,2095,541593984,20,40,5895712,6,20,4081520,39,1805,235976008,2160,3960,787547224,22.87,30.35
2025-02-01,51,,51,3,5,1485,1485,424118849,18,36,3901561,1,3,237600,34,1094,131644579,1538,2618,559902589,-29.25,-16.65
2025-03-01,51,,51,3,5,1847,1847,537037713,23,46,7138777,2,7,1294600,25,892,102316689,1897,2792,647787779,,
2025-04-01,51,,51,3,5,1744,1744,507234899,34,68,10515019,5,18,2132340,22,1048,88837551,1805,2878,608719809,-14.47,20.62
2025-05-01,51,,51,3,5,1766,1766,502160331,6,12,1660000,0,0,0,18,803,85114661,1790,2581,588934992,-18.8,-23.28
2025-06-01,51,,51,3,5,1744,1744,514270406,42,84,9906963,4,14,1377243,25,756,137793005,1815,2598,663347617,-10.66,-2.95
2025-07-01,51,,51,3,5,1915,1915,552458742,19,38,5419625,3,9,877243,16,615,98049693,1953,2577,656805303,-9.92,-19.89
2025-08-01,51,,51,3,5,1677,1677,517738214,28,56,10050727,0,0,0,12,984,160197059,1717,2717,687986000,-16.15,-14.18
2025-09-01,51,,51,3,5,1622,1622,484652020,14,28,3295000,1,4,400000,11,172,24277416,1648,1826,512624436,1.12,-9.69
2025-10-01,51,,51,3,5,1591,1591,478670391,8,16,1653903,5,18,1980000,36,1518,225555423,1640,3143,707859717,-15.1,18.07
2025-11-01,51,,51,3,5,1340,1340,393520913,30,60,7746499,1,3,237600,9,529,56561892,1380,1932,458066904,-21.18,-42.74
2025-12-01,51,,51,3,5,1473,1473,460175453,12,24,3717600,0,0,0,22,522,52035137,1507,2019,515928190,-12.53,-25.08
2024-01-01,53,,53,4,9,1663,1663,597322214,54,108,28511405,21,71,17265491,35,633,103541951,1773,2475,746641061,,
2024-02-01,53,,53,4,9,1548,1548,553852184,55,110,23474178,6,21,4792736,32,1029,186582640,1641,2708,768701738,,
2024-03-01,53,,53,4,9,1780,1780,639590749,79,158,43013788,15,57,11533681,66,2071,370867603,1940,4066,1065005821,,
2024-04-01,53,,53,4,9,1845,1845,687726906,58,116,27155868,21,73,14623018,37,959,135359562,1961,2993,864865354,,
2024-05-01,53,,53,4,9,1700,1700,636417510,60,120,28720389,23,78,16338006,49,1378,244109363,1832,3276,925585268,,
2024-06-01,53,,53,4,9,1396,1396,529583712,45,90,26308710,24,80,17126524,42,821,112522736,1507,2387,685541682,,
2024-07-01,53,,53,4,9,1594,1594,589050890,80,160,35155391,19,61,15252004,42,1266,164772952,1735,3081,804231237,,
2024-08-01,53,,53,4,9,1716,1716,648277411,85,170,40059324,23,82,20482829,68,1280,234933362,1892,3248,943752926,,
2024-09-01,53,,53,4,9,1557,1557,578561189,56,112,27527718,20,73,16034227,45,1295,196711579,1678,3037,818834713,,
2024-10-01,53,,53,4,9,1646,1646,615768420,50,100,26209424,22,73,14817047,66,1688,274807534,1784,3507,931602425,,
2024-11-01,53,,53,4,9,1217,1217,478791827,35,70,16896839,33,115,24305824,28,1242,219978201,1313,2644,739972691,,
2024-12-01,53,,53,4,9,1225,1225,471007884,61,122,34785962,21,77,19578922,28,2102,354254750,1335,3526,879627518,,
2025-01-01,53,,53,4,9,1337,1337,521702775,47,94,22775757,34,115,23529085,45,1280,213027186,1463,2826,781034803,-19.6,14.18
2025-02-01,53,,53,4,9,1370,1370,515657340,66,132,40953772,19,64,12234614,25,539,74899511,1480,2105,643745237,-11.5,-22.27
2025-03-01,53,,53,4,9,1627,1627,614602180,76,152,37575419,19,71,17273424,33,729,122635690,1755,2579,792086713,,
2025-04-01,53,,53,4,9,1832,1832,672520784,45,90,28154044,26,93,13572747,42,989,222749871,1945,3004,936997446,-0.7,0.37
2025-05-01,53,,53,4,9,1670,1670,607446000,49,98,51382376,15,50,16932254,31,967,190088049,1765,2785,865848679,-1.76,-14.99
2025-06-01,53,,53,4,9,1513,1513,567586343,59,118,31859380,27,97,21829555,66,1419,226820980,1665,3147,848096258,8.38,31.84
2025-07-01,53,,53,4,9,1672,1672,630838164,67,134,33787331,17,57,13248378,41,816,131440613,1797,2679,809314486,4.89,-13.05
2025-08-01,53,,53,4,9,1427,1427,579156028,68,136,34299304,13,44,10480937,59,1494,170289960,1567,3101,794226229,-16.84,-4.53
2025-09-01,53,,53,4,9,1319,1319,523264693,53,106,23358923,18,66,13879477,53,1590,247568807,1443,3081,808071900,-15.29,1.45
2025-10-01,53,,53,4,9,1422,1422,528092211,63,126,32463489,13,46,11074023,39,1929,272069431,1537,3523,843699154,-13.61,0.46
2025-11-01,53,,53,4,9,1150,1150,426698503,48,96,23520205,15,53,10879166,27,1044,171058539,1240,2343,632156413,-5.51,-11.38
2025-12-01,53,,53,4,9,1391,1391,533984936,46,92,22396552,17,63,20014872,39,1601,362566629,1493,3147,938962989,13.55,-10.75
2024-01-01,54,,54,3,5,270,270,58717842,1,2,300000,1,3,540000,2,22,3565522,274,297,63123364,,
2024-02-01,54,,54,3,5,309,309,67931686,0,0,0,0,0,0,1,11,1481482,310,320,69413168,,
2024-03-01,54,,54,3,5,343,343,69951704,5,10,400000,0,0,0,2,16,2356632,350,369,72708336,,
2024-04-01,54,,54,3,5,264,264,61998698,0,0,0,2,6,455114,5,64,7401288,271,334,69855100,,
2024-05-01,54,,54,3,5,333,333,75892171,0,0,0,4,13,1363816,3,39,3050964,340,385,80306951,,
2024-06-01,54,,54,3,5,265,265,60069656,1,2,360000,3,10,1035132,2,39,2101292,271,316,63566080,,
2024-07-01,54,,54,3,5,298,298,72599146,3,6,1700000,2,6,586364,7,69,5570140,310,379,80455650,,
2024-08-01,54,,54,3,5,350,350,76641400,4,8,800000,1,4,448768,3,50,2962412,358,412,80852580,,
2024-09-01,54,,54,3,5,288,288,69778269,0,0,0,2,6,622940,3,65,8167632,293,359,78568841,,
2024-10-01,54,,54,3,5,268,268,55738399,0,0,0,1,3,300000,2,35,1867796,271,306,57906195,,
2024-11-01,54,,54,3,5,228,228,50950194,0,0,0,2,6,325000,2,32,1667632,232,266,52942826,,
